hhid,year,community,rural,treated,informant1,informant2,informant3,consumption,rooms,floor,walls,roof,toilet,well,water,waste,hhsize,male,married,widow,age1660,age60,minority,primary,secondary,tertiary,literacy,agriculture,cart,plow,bike,motorbike,car,radio,tv,fridge,kitchen,horse,goat,chicken,bullock,pig
"203",2008,"042",1,0,39,71,51,3880.556,3,0,0,1,0,1,1,0,11,0,0,0,.6363636,0,0,1,0,0,0,1,1,1,1,1,0,1,0,0,0,1,1,1,1,1
"212",2008,"042",1,1,219,290,178,4013.241,2,0,0,0,0,0,1,0,9,0,0,0,.5555556,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,1
"223",2008,"042",1,0,199,169,277,8158.858,1,0,0,0,0,0,1,0,7,0,0,0,.5714286,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,1,1,1
"236",2008,"044",1,0,79,66,67,593.7991,2,0,0,0,0,0,0,0,9,1,0,1,.2222222,.1111111,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
"240",2008,"044",1,1,78,88,1,736.0723,2,0,0,0,0,1,1,0,7,0,0,0,.4285714,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
"231",2008,"044",1,0,77,1,105,864.8683,2,0,0,0,0,0,1,0,8,0,0,0,.25,.125,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0
"241",2008,"044",1,1,120,101,103,1084.799,2,0,0,0,0,1,1,0,5,0,1,0,.6,.4,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0
"229",2008,"044",1,1,71,91,100,1480.865,2,0,0,0,.a,0,1,0,13,0,0,0,.7692308,.0769231,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0
"238",2008,"044",1,0,82,84,1,1674.639,2,0,0,0,0,0,1,0,22,0,0,0,.4545455,0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1
"235",2008,"044",1,0,121,78,1,1821.293,2,0,0,0,0,0,1,0,4,0,1,0,.75,.25,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,0
"237",2008,"044",1,0,1,68,1,2345.043,2,0,0,0,1,0,1,1,9,0,1,0,.6666667,.2222222,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0
"230",2008,"044",1,0,1,1,1,3124.182,4,1,0,0,0,0,1,0,12,0,0,0,.5833333,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,1,1,1,1,1
"232",2008,"044",1,0,1,1,1,3247.619,4,1,0,1,0,0,1,0,7,0,0,0,.5714286,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1
"233",2008,"044",1,0,87,1,1,3310.485,3,0,0,0,0,0,1,0,24,0,1,0,.5416667,.0416667,0,0,0,0,1,1,0,1,1,0,0,1,0,0,0,0,1,1,1,0
"228",2008,"044",1,1,1,1,1,3745.224,5,0,0,0,0,1,1,0,13,0,0,0,.5384616,.0769231,0,1,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1,1,1,1
"234",2008,"044",1,0,115,1,69,4612.912,2,0,0,0,0,0,1,0,18,0,1,0,.6111111,0,0,1,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1,1,1,0
"249",2008,"047",1,0,99,149,164,541.1954,5,0,0,0,0,0,0,0,12,0,0,0,.5,.1666667,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,1,0,1
"248",2008,"047",1,0,93,73,79,1443.967,13,0,0,0,0,0,1,0,22,0,1,0,.4545455,.0454545,0,1,0,0,1,1,1,1,1,1,0,1,0,0,0,1,1,1,1,1
"244",2008,"047",1,0,145,213,67,1529.358,10,0,0,0,0,0,1,0,12,0,0,0,.5833333,.1666667,0,1,0,0,0,1,1,1,1,0,0,1,0,0,0,0,1,1,1,1
"265",2008,"047",1,0,5,1,1,2009.091,4,1,0,1,0,0,1,0,12,0,1,0,.5833333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
"263",2008,"047",1,1,203,74,175,2396.769,4,0,0,0,0,0,1,0,5,0,0,0,.4,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1,1,0
"245",2008,"047",1,0,86,66,57,2617.891,25,0,0,0,0,0,1,0,21,0,1,0,.4761905,.1428571,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1,1,1
"267",2008,"047",1,1,210,187,207,2720.459,4,0,0,0,0,0,1,0,9,1,0,1,.5555556,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0
"264",2008,"047",1,0,213,151,156,2938.29,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0
"251",2008,"047",1,1,175,139,191,3065.713,5,0,0,0,0,1,1,0,9,0,0,0,.2222222,.1111111,0,1,0,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,1,0
"257",2008,"047",1,1,160,208,138,3531.472,11,0,0,0,0,0,1,0,15,0,1,0,.6666667,.0666667,0,1,0,0,1,1,1,1,1,0,0,1,0,0,0,1,1,1,0,0
"254",2008,"047",1,0,117,115,130,3571.426,12,0,0,0,0,0,1,0,20,0,1,0,.7,0,0,1,0,0,1,1,1,1,1,0,0,1,0,0,0,1,1,1,1,0
"247",2008,"047",1,0,155,155,160,3708.127,6,0,0,0,0,0,1,0,12,0,1,0,.5833333,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,1,1,0,1
"262",2008,"047",1,0,47,35,19,4172.479,4,0,0,0,0,0,1,0,7,0,0,0,.5714286,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1,1,1,0
"253",2008,"047",1,0,51,117,33,4685.364,8,0,0,1,0,0,1,0,14,0,1,0,.6428571,0,0,1,0,0,1,1,1,1,1,1,0,1,0,0,0,1,1,1,1,0
"250",2008,"047",1,1,134,48,185,4706.37,8,0,0,0,0,0,1,0,4,0,0,0,.25,.5,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0
"255",2008,"047",1,0,4,98,21,4912.497,8,1,1,1,1,0,1,0,15,0,1,0,.5333334,0,0,1,0,0,1,1,1,1,1,1,0,1,1,0,0,1,1,1,1,0
"259",2008,"047",1,0,63,34,52,5241.238,25,0,0,0,1,0,1,0,32,0,1,0,.5625,.03125,0,1,0,0,1,1,1,1,1,1,0,1,0,0,0,1,1,1,1,0
"256",2008,"047",1,1,181,192,180,5475.898,6,0,0,0,0,0,1,0,11,0,1,0,.4545455,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0
"261",2008,"047",1,0,20,145,10,5881.164,15,1,1,1,1,0,1,0,13,0,1,0,.6923077,.0769231,0,1,0,0,1,1,1,1,1,1,0,1,0,0,0,1,1,1,1,0
"252",2008,"047",1,0,38,86,128,5985.559,5,0,0,0,0,0,1,0,13,0,0,0,.3846154,.0769231,0,1,1,0,1,1,1,1,1,0,0,1,0,0,0,1,1,1,0,0
"246",2008,"047",1,0,149,64,147,6058.294,5,0,0,0,0,0,1,0,11,0,1,0,.5454546,.1818182,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1
"258",2008,"047",1,1,16,28,181,8955.62,7,1,0,0,0,1,1,0,8,0,1,0,.375,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,1,0,0
"243",2008,"047",1,0,24,29,53,9248.528,10,1,1,1,1,0,1,0,17,0,1,0,.5882353,.0588235,0,0,0,0,1,1,1,1,1,1,0,1,0,0,0,1,1,1,1,0
"273",2008,"049",1,0,5,17,20,1585.832,7,1,0,0,0,0,1,0,19,0,1,0,.5263158,.1052632,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0
"269",2008,"049",1,0,43,52,46,1670.857,3,0,0,0,0,0,1,0,9,0,0,0,.3333333,.1111111,0,1,0,0,0,1,0,1,1,0,0,1,0,0,0,1,1,1,0,1
"272",2008,"049",1,0,29,31,17,1911.566,5,0,0,0,0,0,1,0,14,0,0,0,.4285714,.0714286,0,1,1,0,0,1,1,1,1,0,0,1,0,0,0,1,1,1,1,0
"271",2008,"049",1,0,18,25,14,2019.168,12,0,0,0,0,0,1,0,19,0,1,0,.4736842,.0526316,0,1,1,0,0,1,0,0,1,1,0,1,0,0,0,1,1,1,1,0
"274",2008,"049",1,1,77,70,68,2090.969,1,0,0,0,0,0,0,0,5,0,0,0,.6,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
"270",2008,"049",1,1,73,22,74,2201.99,1,0,0,0,0,0,1,0,6,0,0,0,.3333333,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
"268",2008,"049",1,1,58,45,61,3993.992,5,0,0,0,0,1,1,0,7,0,0,0,.5714286,0,0,1,1,0,1,1,0,1,1,0,0,1,0,0,0,0,1,1,1,1
"275",2008,"051",1,0,27,7,3,395.3125,1,0,0,0,0,0,1,0,18,0,0,0,.3333333,.0555556,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0
"276",2008,"051",1,1,30,36,30,1913.434,2,0,0,0,0,0,1,0,7,0,0,0,.4285714,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1,1,0,0
"282",2008,"054",1,0,78,37,57,1094.835,3,0,0,0,0,0,1,0,6,0,0,0,.5,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0
"280",2008,"054",1,0,69,64,94,1236.457,7,0,0,0,0,0,1,0,16,0,0,0,.5625,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,1
"281",2008,"054",1,1,89,62,68,1258.577,3,0,0,0,0,0,1,0,14,0,0,0,.3571429,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0
"289",2008,"054",1,1,49,74,78,1732.368,2,0,0,0,0,1,0,0,6,0,0,0,.3333333,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,1,0,1
"285",2008,"054",1,1,77,86,84,2118.781,3,0,0,0,0,1,1,0,11,0,0,0,.3636364,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1
"288",2008,"054",1,0,35,40,31,2232.434,7,0,0,0,0,0,1,0,22,0,1,0,.4090909,.0454545,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0
"277",2008,"054",1,1,91,88,81,2713.052,2,0,0,0,0,1,1,0,12,0,0,0,.4166667,.0833333,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,1,0,0
"283",2008,"054",1,0,44,54,55,2976.489,3,0,0,1,0,1,1,0,8,0,0,0,.25,.125,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1
"284",2008,"054",1,1,88,85,49,3055.346,4,0,0,0,0,1,1,0,7,0,0,0,.2857143,0,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0,1,1,1,0,1
"286",2008,"054",1,0,51,75,72,3635.482,4,0,0,0,1,1,1,0,7,0,0,0,.2857143,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,1,0,1
"278",2008,"054",1,1,93,97,97,4748.34,2,0,0,0,1,1,0,0,4,0,0,1,.5,.25,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,1
"279",2008,"054",1,0,65,68,89,4945.168,7,0,0,0,0,1,0,0,9,0,0,0,.4444444,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,1,0,1
"287",2008,"054",1,0,14,29,18,4964.531,4,1,0,1,1,0,1,0,15,0,0,0,.4,0,0,1,1,0,1,1,1,1,1,1,0,1,1,0,0,1,1,1,1,1
"290",2008,"056",1,0,34,12,24,913.4857,2,0,0,0,0,0,1,0,10,0,0,0,.4,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,1
"291",2008,"056",1,0,1,4,1,1045.432,10,0,0,1,1,0,1,0,32,1,1,0,.375,0,1,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,1,1,1
"293",2008,"056",1,0,9,17,17,1667.084,8,0,0,0,0,0,1,0,14,0,0,0,.5,0,0,1,0,0,0,1,1,1,1,1,0,1,0,0,0,1,1,1,1,1
"292",2008,"056",1,0,20,33,9,3413.817,10,0,0,0,0,0,1,0,10,0,0,0,.8,.1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,1,1
"304",2008,"058",1,0,1,1,1,323.6079,2,0,0,0,0,0,1,0,7,0,0,0,.2857143,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
"301",2008,"058",1,1,1,1,1,660.4167,1,0,0,0,0,0,1,0,4,0,1,0,.25,.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"299",2008,"058",1,0,1,1,1,700.5135,2,0,0,0,0,0,1,1,20,0,1,0,.4,0,0,1,0,0,0,1,1,1,1,0,0,1,0,0,0,0,1,1,1,0
"295",2008,"058",1,1,1,1,1,1053.596,4,0,0,0,0,1,1,0,7,0,0,0,.5714286,.2857143,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0
"303",2008,"058",1,0,1,1,1,1174.836,3,0,0,0,0,0,1,0,13,0,0,0,.4615385,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0
"298",2008,"058",1,1,1,1,99,1544.676,2,0,0,0,0,1,1,0,8,0,0,0,.5,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0
"296",2008,"058",1,0,1,1,1,1553.284,1,0,0,0,1,1,1,0,10,0,0,0,.6,0,1,1,0,0,1,1,0,1,1,0,0,1,0,0,0,0,1,1,1,1
"297",2008,"058",1,1,1,1,99,1853.321,3,0,0,0,0,0,1,0,5,0,0,0,.6,.2,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,1
"302",2008,"058",1,1,1,1,1,2071.333,2,0,0,0,0,0,1,0,5,0,0,0,.6,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0
"294",2008,"058",1,0,1,1,1,3657.568,2,0,0,1,0,1,1,0,16,0,1,0,.625,0,0,1,0,0,1,1,0,1,1,1,0,1,0,0,0,0,1,1,1,1
"300",2008,"058",1,1,1,1,98,4084.311,2,0,0,0,0,0,1,0,14,0,0,0,.4285714,.1428571,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,0
"315",2008,"061",1,1,92,106,75,401.514,4,0,0,0,0,0,1,0,5,1,0,1,.2,.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
"309",2008,"061",1,0,36,56,40,1032.046,11,0,0,0,0,0,1,0,17,0,1,0,.4705882,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0
"306",2008,"061",1,0,18,14,9,1035.891,2,0,0,0,1,0,1,0,8,0,1,0,.375,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,1,1,0,0
"310",2008,"061",1,0,68,24,51,1418.047,9,0,0,0,1,0,1,0,17,0,0,0,.5882353,.0588235,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0
"319",2008,"061",1,0,12,2,6,1426.581,12,0,0,1,0,0,1,0,29,0,1,0,.5172414,.0344828,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,1
"311",2008,"061",1,0,50,55,102,1831.883,2,0,0,1,1,0,1,0,13,0,0,0,.3846154,.1538462,0,1,0,0,1,1,1,1,1,1,0,1,0,0,0,1,1,1,0,0
"318",2008,"061",1,0,14,19,49,2049.377,5,1,0,1,0,0,1,0,15,0,1,0,.5333334,0,0,1,1,0,0,1,0,1,1,1,0,1,0,0,0,1,1,1,1,0
"312",2008,"061",1,1,83,75,103,2121.771,5,0,0,0,0,0,1,0,16,0,0,0,.5,.0625,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,1,1,0
"314",2008,"061",1,1,111,108,96,2257.33,2,0,0,0,1,0,1,0,6,0,0,0,.6666667,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0
"317",2008,"061",1,0,99,7,7,2905.03,1,0,0,0,0,0,1,0,15,0,0,0,.7333333,.0666667,0,1,0,0,0,1,1,1,1,1,0,1,0,0,0,1,1,1,1,0
"316",2008,"061",1,0,45,72,78,3263.26,3,0,0,0,0,0,1,0,8,0,0,0,.625,0,1,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,1,0
"305",2008,"061",1,1,104,51,60,3458.107,6,0,0,0,1,0,1,0,11,1,0,1,.8181818,0,0,1,0,0,1,1,1,1,1,1,0,1,0,0,0,1,0,1,1,0
"308",2008,"061",1,0,47,57,39,3510.598,5,0,0,0,0,0,1,0,10,0,1,0,.6,.1,0,1,0,0,0,1,1,1,1,1,0,1,1,0,0,1,1,1,1,0
"320",2008,"061",1,0,80,69,70,4092.417,1,1,0,0,0,0,1,0,7,0,0,1,.1428571,.1428571,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0
"313",2008,"061",1,0,74,32,15,4099.456,4,1,0,1,1,0,1,0,12,0,1,0,.6666667,0,0,1,0,0,1,1,1,1,1,1,0,1,0,0,0,0,1,1,1,0
"307",2008,"061",1,0,5,17,24,4104.433,6,1,1,1,1,0,1,0,12,0,0,0,.25,.0833333,0,1,0,0,1,0,0,1,1,1,0,1,1,0,0,0,1,1,1,0
"321",2008,"063",1,0,71,111,39,187.5,1,0,0,0,0,1,1,0,4,1,0,1,.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"328",2008,"063",1,1,114,73,99,463.6881,1,0,0,0,1,0,1,0,6,0,0,0,.3333333,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"327",2008,"063",1,0,93,117,89,1264.842,3,0,0,0,0,0,1,0,14,1,0,0,.5714286,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,1,1,1
"324",2008,"063",1,0,99,77,54,1488.658,3,0,0,0,1,0,1,0,11,0,0,1,.1818182,.1818182,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,1,0
"322",2008,"063",1,0,30,10,17,2217.719,9,1,1,1,0,0,1,0,26,0,0,0,.4230769,.0384615,0,1,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1,1,0
"330",2008,"063",1,0,31,23,83,2467.09,2,0,0,0,0,1,1,0,4,0,0,0,.5,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,1,1,1,1,0
"325",2008,"063",1,0,87,80,36,2888.687,2,0,0,0,0,0,1,0,9,0,0,0,.5555556,0,0,1,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0
"323",2008,"063",1,1,107,112,114,7203.5,2,0,1,0,0,0,1,0,3,0,0,0,.6666667,.3333333,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,1,0
"336",2008,"065",1,0,9,28,25,206.9778,14,0,0,0,1,1,1,0,32,0,0,0,.53125,.03125,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0
"337",2008,"065",1,1,72,67,69,704.5151,1,0,0,0,0,1,1,0,2,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"335",2008,"065",1,0,16,15,44,829.9153,4,0,0,0,1,0,1,0,15,0,0,0,.4666667,.0666667,0,1,0,0,0,0,1,1,1,0,0,1,1,0,0,1,1,1,1,0
"331",2008,"065",1,0,10,21,49,1227.517,5,0,0,1,0,0,0,0,9,0,0,0,.4444444,.1111111,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,1,1,1,0,0
"332",2008,"065",1,0,31,45,38,1551.473,3,0,0,1,0,0,1,0,3,0,0,0,.6666667,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,1,1,0,0
"333",2008,"065",1,1,65,33,60,1929.157,2,0,0,0,0,0,1,0,6,0,0,1,.5,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0
"334",2008,"065",1,0,17,52,28,3101.968,10,0,0,0,1,0,1,0,11,0,1,0,.5454546,.1818182,0,1,0,0,1,1,1,1,1,1,0,1,0,0,0,1,1,1,0,0
"344",2008,"068",1,1,117,117,80,674.4467,2,0,0,0,0,0,0,0,3,0,0,0,.6666667,.3333333,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0
"351",2008,"068",1,0,26,42,54,688.3987,9,0,0,0,0,1,1,0,23,0,1,0,.5217391,0,1,0,0,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0
"346",2008,"068",1,0,37,26,88,694.8195,4,0,0,0,0,0,1,0,6,0,0,0,.6666667,0,1,1,0,0,1,1,0,0,1,1,0,1,0,0,0,0,1,1,1,0
"345",2008,"068",1,0,97,81,69,1014.397,8,0,0,0,1,0,1,0,11,0,1,0,.2727273,.1818182,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,1,1,0,0
"339",2008,"068",1,0,9,41,2,1247.634,11,0,0,0,1,1,1,0,22,0,1,0,.5909091,.0909091,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,0
"342",2008,"068",1,0,7,48,46,1278.982,8,0,0,0,1,1,1,0,14,0,0,0,.3571429,.0714286,1,1,0,0,1,1,1,1,1,1,0,1,0,0,0,1,1,1,1,0
"341",2008,"068",1,1,76,96,106,1511.273,1,0,0,0,0,0,1,0,8,0,1,0,.5,.125,1,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,1,0,0
"349",2008,"068",1,1,104,87,110,1512.231,7,0,0,0,0,0,1,0,9,0,0,0,.5555556,0,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0
"350",2008,"068",1,0,59,19,65,1540.501,1,0,0,0,0,0,1,0,5,0,0,0,.4,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0
"340",2008,"068",1,0,60,112,11,1680.231,16,0,0,0,0,0,1,0,21,0,0,0,.4285714,.047619,1,1,0,0,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,0
"348",2008,"068",1,1,108,113,109,1767.717,1,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"338",2008,"068",1,1,66,82,68,1819.894,4,0,0,0,0,0,1,0,15,0,1,0,.4666667,.2,1,1,0,0,0,1,1,1,1,0,0,1,0,0,0,1,1,1,0,0
"343",2008,"068",1,1,49,95,89,5002.708,4,0,0,0,0,0,1,0,11,0,0,0,.5454546,0,1,0,0,0,1,1,1,1,1,0,0,1,0,0,0,1,1,1,1,0
"347",2008,"068",1,0,38,56,64,5720.264,7,0,0,0,0,0,1,0,5,0,1,0,.4,.6,1,0,0,0,0,1,1,1,1,0,0,1,0,0,0,1,1,1,1,0
"358",2008,"070",1,1,92,135,122,0,1,0,0,0,0,1,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"360",2008,"070",1,1,137,134,136,129.1667,1,0,0,0,0,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"361",2008,"070",1,0,77,115,35,612.7095,4,0,0,0,0,1,1,0,14,1,0,1,.6428571,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1
"359",2008,"070",1,1,136,107,133,781.6666,2,0,0,0,0,1,0,0,5,0,0,0,.6,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1
"365",2008,"070",1,0,99,110,37,821.5167,2,0,0,0,0,1,1,0,13,0,0,0,.5384616,0,0,1,1,0,1,1,0,0,1,0,0,1,0,0,0,0,1,1,1,1
"353",2008,"070",1,0,53,99,33,1007.605,3,0,0,0,0,1,1,0,8,0,0,0,.375,0,0,1,1,0,1,1,0,0,1,0,0,1,0,0,0,0,1,1,0,1
"354",2008,"070",1,0,45,49,28,1040.797,3,0,0,0,0,0,0,0,11,0,0,0,.3636364,0,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0,1,1,1,1,1
"357",2008,"070",1,0,20,31,86,1687.724,2,0,0,0,0,1,1,0,9,0,0,0,.5555556,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
"362",2008,"070",1,1,113,65,105,1722.948,3,0,0,0,0,0,0,0,6,0,0,0,.5,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,1
"363",2008,"070",1,1,76,108,113,2017.97,3,0,0,0,0,1,1,0,12,0,0,0,.5,0,0,1,1,0,1,1,0,0,1,0,0,1,0,0,0,0,1,1,1,0
"364",2008,"070",1,1,130,124,127,2247.017,2,0,0,0,0,1,0,0,10,0,0,0,.7,.2,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0
"355",2008,"070",1,0,52,40,61,2688.204,3,0,0,1,0,1,0,0,6,0,0,0,.3333333,0,0,1,0,0,1,1,1,1,1,0,0,1,0,0,0,1,1,1,0,1
"366",2008,"070",1,0,111,61,24,2776.258,3,0,0,.a,0,1,1,0,15,0,0,0,.4666667,.0666667,0,1,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1,1,0,1
"367",2008,"070",1,0,12,12,7,3468.192,0,0,0,1,0,1,0,0,10,0,0,0,.5,0,0,1,0,0,1,1,1,1,1,1,0,1,0,0,0,1,1,1,1,1
"356",2008,"070",1,0,62,68,67,3953.322,3,0,0,0,0,1,1,0,6,0,0,0,.6666667,0,0,1,0,0,0,1,1,1,1,0,0,1,0,0,0,1,1,1,1,1
"375",2008,"072",1,1,123,90,66,905.1025,1,0,0,0,0,0,1,0,4,0,0,0,.75,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
"368",2008,"072",1,1,110,66,100,949.8806,5,0,0,0,0,0,1,0,9,0,0,0,.5555556,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0
"372",2008,"072",1,0,7,15,33,1012.07,8,1,0,1,1,0,1,0,11,0,0,0,.6363636,.0909091,1,1,1,0,0,1,0,0,1,0,0,1,0,0,0,1,1,1,1,1
"373",2008,"072",1,0,47,89,118,1115.007,3,0,0,0,0,0,1,0,4,0,1,0,1,0,1,0,0,0,0,1,1,1,0,1,0,1,1,0,0,0,1,1,1,0
"371",2008,"072",1,0,9,32,24,1536.538,6,0,1,0,0,0,1,0,14,0,0,1,.5714286,.0714286,1,1,0,0,1,1,0,0,1,0,0,1,0,0,0,1,1,1,1,0
"376",2008,"072",1,1,108,126,99,1717.177,1,0,0,0,0,0,1,0,3,0,0,0,.6666667,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0
"378",2008,"072",1,0,93,99,103,1902.193,3,0,0,0,0,0,1,0,5,0,0,0,.6,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
"369",2008,"072",1,0,36,55,115,2318.006,4,0,0,0,0,0,1,0,7,0,0,0,.4285714,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0
"377",2008,"072",1,0,37,68,55,2394.338,4,0,0,0,0,1,1,0,13,0,1,0,.3076923,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1,1,1,0
