hhid,year,community,rural,treated,informant1,informant2,informant3,consumption,rooms,floor,walls,roof,toilet,well,water,waste,hhsize,male,married,widow,age1660,age60,minority,primary,secondary,tertiary,literacy,agriculture,cart,plow,bike,motorbike,car,radio,tv,fridge,kitchen,horse,goat,chicken,bullock,pig
"374",2008,"072",1,0,23,8,132,3068.604,2,0,0,1,0,1,1,0,9,0,0,0,.6666667,0,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,1,1,1,1,0
"379",2008,"072",1,0,10,9,12,3298.543,8,1,0,1,0,0,1,0,8,0,0,0,.375,0,1,1,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1,1,0
"370",2008,"072",1,0,121,85,72,45669.65,3,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,1,1,1,0,0,1,0,0,0,1,1,1,1,0
"382",2008,"075",1,0,63,44,78,1138.659,2,0,0,0,0,0,0,0,9,0,0,0,.4444444,.1111111,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,1,1,1,1,0
"400",2008,"075",1,0,27,51,81,1391.468,18,0,0,0,1,0,1,0,31,0,1,0,.4516129,.1290323,1,1,0,0,0,1,0,0,1,1,0,1,0,0,0,1,1,1,1,0
"388",2008,"075",1,0,76,68,129,1534.111,4,0,0,0,0,0,1,0,7,0,0,0,.5714286,.1428571,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,1,0
"391",2008,"075",1,0,70,52,41,1547.972,8,1,0,0,0,0,1,0,15,0,0,0,.5333334,.0666667,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,1,1,0
"386",2008,"075",1,0,24,13,8,1749.886,12,0,1,1,1,0,1,0,24,0,0,0,.4583333,.0416667,1,1,0,0,0,1,1,1,1,1,0,1,0,0,0,1,1,1,1,0
"383",2008,"075",1,0,79,86,142,1874.455,4,0,0,0,0,0,1,0,7,0,0,0,.4285714,0,1,1,0,0,1,1,1,1,1,0,0,1,0,0,0,1,1,1,1,0
"394",2008,"075",1,1,72,136,145,1926.706,0,0,.a,.a,.a,0,1,0,16,0,0,0,.4375,.125,1,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0
"387",2008,"075",1,0,106,102,137,2067.333,3,0,0,0,1,0,1,0,3,0,0,0,.3333333,.6666667,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,1,0,0
"381",2008,"075",1,1,51,149,150,2215.298,4,0,0,0,0,0,1,0,6,0,1,0,.6666667,0,1,0,0,0,0,1,1,1,1,0,0,1,0,0,0,1,1,1,0,0
"389",2008,"075",1,0,32,74,63,2322.769,8,0,0,0,0,0,1,0,24,0,0,0,.5833333,.0416667,1,0,0,0,1,1,1,1,1,1,0,1,1,0,0,1,1,1,1,0
"390",2008,"075",1,0,111,41,111,2643.073,9,0,0,0,0,0,0,0,26,0,0,0,.5384616,.0384615,1,1,0,0,0,1,1,1,1,0,0,1,0,0,0,1,1,1,0,0
"395",2008,"075",1,1,109,144,126,2691.348,2,0,0,0,0,0,1,0,12,0,0,0,.5,0,1,0,0,0,1,1,0,1,1,0,0,1,0,0,0,1,0,1,0,0
"384",2008,"075",1,0,52,122,107,2742.604,10,0,0,0,0,0,1,0,22,0,1,0,.6818182,.0454545,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1,1,1,0,0
"385",2008,"075",1,1,133,152,65,2927.322,23,0,0,0,0,0,1,0,31,0,1,0,.6451613,.0322581,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,1,1,0
"396",2008,"075",1,0,60,97,106,2972.027,2,0,0,0,0,0,1,0,10,0,1,0,.5,0,1,0,0,0,1,1,0,1,1,0,0,1,0,0,0,1,1,1,1,0
"399",2008,"075",1,0,4,56,20,3039.56,11,0,0,0,0,0,1,0,17,0,0,0,.7058824,.0588235,1,0,0,0,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,0
"397",2008,"075",1,0,97,70,97,3949.799,7,0,0,0,0,0,1,0,13,0,0,0,.5384616,0,1,1,0,0,0,1,1,1,1,0,0,1,0,0,0,1,1,1,0,0
"392",2008,"075",1,1,142,135,68,4101.454,5,0,0,0,0,0,1,0,8,0,1,0,.625,0,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"393",2008,"075",1,1,141,143,95,4331.071,5,0,0,0,0,0,1,1,11,0,1,0,.5454546,0,1,1,0,0,1,1,1,1,1,1,0,1,0,0,0,1,1,1,1,0
"398",2008,"075",1,1,126,124,146,6464.808,3,0,0,0,0,0,1,0,5,0,0,0,.6,0,1,1,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,1,0,0
"403",2008,"077",1,0,14,17,15,1706.316,1,0,0,0,0,1,1,0,7,0,0,0,.2857143,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1
"402",2008,"077",1,0,9,12,11,1875.16,5,0,0,0,0,1,1,0,11,0,1,0,.5454546,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,1,0,1
"401",2008,"077",1,0,12,8,9,4477.117,3,0,0,0,0,1,1,0,6,0,0,0,.5,0,1,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0
"406",2008,"079",1,1,56,56,40,729.8518,2,0,0,0,0,1,1,0,6,0,0,0,.3333333,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"404",2008,"079",1,1,48,47,52,1079.68,4,0,0,0,0,0,1,0,8,0,0,0,.75,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,1,0
"409",2008,"079",1,0,35,52,34,1498.307,3,0,0,0,0,0,1,0,11,0,0,0,.4545455,.0909091,1,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,1,1,1,0
"407",2008,"079",1,0,38,39,31,1726.868,2,0,0,0,0,0,1,0,9,0,0,0,.4444444,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,1,1,1,1,0
"411",2008,"079",1,1,54,55,53,2049.71,2,0,0,0,1,0,1,0,3,0,0,0,.6666667,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
"408",2008,"079",1,0,19,23,32,2530.124,3,0,0,0,0,0,1,0,7,0,0,0,.4285714,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1,1,1,0
"412",2008,"079",1,0,26,14,28,2791.695,5,0,0,0,0,1,1,0,18,0,1,0,.5,0,0,0,0,0,0,1,1,1,1,1,0,1,0,0,0,1,1,1,1,0
"410",2008,"079",1,1,50,51,1,3846.662,3,0,0,0,0,0,1,0,8,0,0,0,.375,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0
"405",2008,"079",1,0,8,2,7,10669.77,3,0,0,0,0,0,1,0,15,0,1,0,.5333334,.0666667,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,1,1,0
"415",2008,"082",1,0,24,6,13,160.24,2,0,0,0,0,1,1,0,7,0,0,0,.5714286,.1428571,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0
"414",2008,"082",1,0,2,1,1,1638.889,7,0,0,1,1,0,1,0,14,0,1,0,.3571429,.0714286,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0
"413",2008,"082",1,0,8,21,25,1803.244,3,0,0,0,0,0,1,0,9,0,0,0,.7777778,0,1,1,0,0,0,1,1,1,1,1,0,1,0,0,0,1,1,1,1,0
"416",2008,"082",1,0,21,29,22,5179.325,2,0,0,1,0,0,1,0,11,0,0,0,.3636364,.0909091,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0
"417",2008,"084",1,0,1,1,1,1100.691,5,0,0,0,0,0,1,0,7,0,0,0,.7142857,.1428571,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0
"418",2008,"084",1,0,13,11,16,2287.014,3,0,0,0,0,0,0,0,7,0,0,0,.4285714,.1428571,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,1
"424",2008,"086",1,0,2,8,25,257.1429,5,0,0,0,0,0,1,0,29,0,1,0,.3793103,.0344828,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,1,0
"422",2008,"086",1,1,54,89,90,995.8587,3,0,0,0,0,0,1,0,7,0,0,0,.7142857,0,0,1,0,0,1,1,0,1,1,0,0,1,0,0,0,0,1,1,0,0
"423",2008,"086",1,1,91,80,89,1784.675,6,0,0,0,0,0,0,0,5,0,0,1,.6,.2,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,1,1,0
"425",2008,"086",1,0,59,38,79,1812.044,3,0,0,0,1,0,1,0,7,0,0,0,.5714286,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0
"419",2008,"086",1,0,22,5,6,2261.431,3,1,0,1,1,0,1,0,7,0,0,0,.5714286,.1428571,0,1,0,0,1,1,1,1,1,1,0,1,0,0,0,1,1,1,1,0
"426",2008,"086",1,0,40,22,47,4344.449,3,1,0,0,1,0,1,0,6,0,0,0,.3333333,0,0,1,0,0,1,1,1,1,1,0,0,1,0,0,0,1,1,1,1,0
"421",2008,"086",1,0,63,63,55,5204.49,2,0,0,0,0,0,1,0,4,0,0,0,.75,.25,1,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1,1,1,0
"427",2008,"089",1,1,65,237,265,563.5433,1,0,0,0,0,0,1,0,7,0,1,0,.5714286,.1428571,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0
"451",2008,"089",1,0,138,150,228,624.5985,4,1,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"435",2008,"089",1,0,68,174,180,829,4,0,0,0,1,0,1,0,6,0,1,0,.6666667,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1
"429",2008,"089",1,1,220,273,219,1161.937,4,1,1,1,0,0,0,0,6,0,0,0,.6666667,.3333333,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0
"455",2008,"089",1,1,249,231,175,1251.951,4,0,0,0,0,1,1,0,17,0,0,0,.5882353,.1176471,0,1,0,0,0,1,1,1,1,0,0,1,0,0,0,1,1,1,1,0
"442",2008,"089",1,1,216,268,185,1668.377,1,0,0,0,0,1,0,0,7,0,0,0,.2857143,.1428571,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,1,0,1
"436",2008,"089",1,0,189,182,170,1676.345,4,0,0,0,0,0,1,0,11,0,1,0,.5454546,0,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0,1,1,1,0,1
"448",2008,"089",1,0,155,110,130,1690.6,6,0,0,0,0,0,1,0,12,0,0,0,.5833333,.0833333,0,1,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1,1,1,1
"434",2008,"089",1,0,176,52,74,1740.478,2,0,0,0,0,0,1,0,15,0,0,0,.4666667,0,0,1,1,0,1,1,1,0,1,0,0,1,0,0,0,1,1,1,0,1
"428",2008,"089",1,1,121,272,218,1780.556,2,0,0,0,0,0,1,0,6,0,0,0,.3333333,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,1
"433",2008,"089",1,0,27,12,11,1786.451,11,1,0,1,1,0,0,0,18,0,1,0,.3333333,.1111111,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1
"437",2008,"089",1,0,113,14,33,1919.789,4,0,0,0,1,0,1,0,10,0,0,0,.5,0,0,1,0,0,1,1,1,1,1,1,0,1,0,0,0,1,1,1,0,1
"454",2008,"089",1,1,162,91,268,1993.775,14,0,0,0,0,1,1,0,15,0,0,0,.4666667,0,0,1,0,0,0,1,1,1,1,0,0,1,0,0,0,1,1,1,1,0
"430",2008,"089",1,0,90,42,167,2015.231,2,0,0,0,1,0,0,0,7,0,0,0,.5714286,0,1,1,0,0,0,1,1,1,1,1,0,1,0,0,0,0,1,1,0,0
"440",2008,"089",1,0,75,212,184,2321.312,1,0,0,0,0,0,1,0,10,0,0,0,.5,0,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0,1,1,1,0,1
"449",2008,"089",1,1,154,244,211,2389.008,4,0,0,1,0,0,1,0,7,0,0,0,.4285714,.1428571,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1
"456",2008,"089",1,0,180,56,95,2395.106,1,0,0,0,0,0,1,0,7,0,0,0,.5714286,0,1,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,1,0
"446",2008,"089",1,0,175,208,177,2432.778,4,0,0,0,1,0,1,0,15,0,0,0,.5333334,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1
"450",2008,"089",1,0,136,45,80,2585.345,6,0,0,1,0,0,1,0,17,0,0,0,.3529412,.0588235,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,1
"447",2008,"089",1,0,56,59,51,2823.593,3,0,0,0,0,0,1,0,7,0,1,0,.7142857,0,0,1,0,0,0,1,1,1,1,1,0,1,0,0,0,1,1,1,1,1
"444",2008,"089",1,1,60,214,258,3343.931,2,0,0,0,0,0,1,0,9,0,0,0,.5555556,.2222222,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0
"431",2008,"089",1,0,48,37,44,3915.354,3,0,0,1,0,0,1,0,9,0,0,0,.4444444,0,0,1,0,0,1,1,1,1,1,1,0,1,0,0,0,1,1,1,1,1
"438",2008,"089",1,0,207,22,12,4247.079,4,0,0,0,0,0,1,0,6,0,0,0,.8333333,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,1,0,1
"439",2008,"089",1,1,245,254,195,4692.906,2,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"445",2008,"089",1,0,165,69,168,5089.928,3,0,0,0,0,0,1,0,9,0,0,0,.4444444,0,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0,1,1,1,1,1
"443",2008,"089",1,0,123,165,143,5329.888,4,0,0,0,0,0,1,0,6,0,0,0,1,0,0,1,0,0,1,1,1,1,1,0,0,1,0,0,0,1,1,1,1,0
"452",2008,"089",1,0,148,79,73,5396.363,16,0,1,1,0,0,1,0,35,0,1,0,.4285714,.0285714,0,1,1,0,0,1,1,1,1,1,0,1,1,0,0,1,1,1,1,0
"453",2008,"089",1,0,39,55,71,5397.383,10,1,0,1,1,0,1,0,15,0,0,0,.6,0,0,1,0,0,0,1,1,1,1,0,0,1,0,0,0,1,1,1,1,0
"441",2008,"089",1,1,235,176,207,6044.243,3,0,0,0,0,0,1,0,2,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,1
"432",2008,"089",1,0,93,201,149,21585.49,4,0,0,0,0,0,0,0,3,0,0,0,.3333333,.6666667,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1,1,1,1,1
"467",2008,"091",1,0,64,95,178,154.8929,2,0,0,0,0,0,1,0,6,0,0,0,.5,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,1,1,1
"472",2008,"091",1,0,60,69,94,559.5867,3,0,0,0,0,0,1,0,3,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0
"462",2008,"091",1,0,31,72,66,612.6202,10,1,0,1,0,0,1,0,16,0,0,0,.4375,.125,0,1,0,0,0,0,1,1,1,1,0,1,0,0,0,1,1,1,1,0
"459",2008,"091",1,1,125,93,214,661.0433,2,0,1,0,1,1,1,0,4,0,0,0,.5,.5,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"473",2008,"091",1,0,174,116,97,749.338,5,0,0,1,0,1,1,0,12,0,0,0,.5,0,0,1,0,0,0,1,1,1,1,0,0,1,1,0,0,1,1,1,1,1
"479",2008,"091",1,0,37,134,82,874.3926,1,0,0,0,0,0,1,0,6,0,0,0,.3333333,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0
"469",2008,"091",1,0,23,64,51,960.14,6,1,0,1,0,0,0,0,6,0,0,0,.6666667,.1666667,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0,1,1,1,1,0
"474",2008,"091",1,0,108,108,107,1055.079,3,0,0,0,0,1,0,0,24,1,0,0,.5416667,.0833333,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,1,0,0
"468",2008,"091",1,1,137,183,162,1128.503,5,0,0,0,0,0,1,0,9,0,0,0,.5555556,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0
"480",2008,"091",1,0,52,39,193,1160.91,2,0,1,1,0,0,1,0,10,0,0,0,.5,0,0,1,0,0,0,1,1,1,1,0,0,1,0,0,0,1,1,1,1,0
"471",2008,"091",1,0,122,122,168,1222.531,3,0,0,0,0,1,0,0,7,0,0,0,.7142857,0,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0,1,1,1,0,0
"477",2008,"091",1,0,117,90,71,1339.039,2,0,0,0,0,0,1,0,9,0,0,0,.4444444,0,0,1,0,0,1,1,1,1,1,0,0,1,0,0,0,1,1,1,1,0
"478",2008,"091",1,1,169,197,156,1445.067,3,0,0,0,0,0,1,0,6,0,0,0,.3333333,.1666667,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,1
"475",2008,"091",1,0,59,101,100,1558.363,4,0,0,0,0,1,1,0,8,0,0,0,.375,0,0,1,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1,1,1,0
"458",2008,"091",1,0,157,145,206,1654.439,3,0,1,0,0,0,1,0,6,0,1,0,.3333333,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0
"463",2008,"091",1,0,32,112,29,1764.183,11,0,0,0,0,0,1,0,14,0,0,0,.5714286,.1428571,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,1,1,0
"470",2008,"091",1,0,131,191,109,1887.649,7,0,0,0,0,0,1,0,7,0,0,0,.4285714,.2857143,0,1,0,0,0,1,1,1,1,0,0,1,1,0,0,1,0,1,1,0
"460",2008,"091",1,1,155,167,174,2166.288,2,0,0,0,0,1,1,0,6,0,0,0,.3333333,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,1,0
"466",2008,"091",1,0,8,14,28,2402.377,9,0,0,0,0,0,1,0,11,0,0,0,.7272727,0,0,1,0,0,1,1,1,1,1,1,0,1,1,0,0,1,1,1,1,1
"464",2008,"091",1,0,132,170,67,2494.415,1,0,0,0,0,1,1,0,9,0,0,0,.5555556,.1111111,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0
"457",2008,"091",1,1,197,198,204,2557.297,2,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"476",2008,"091",1,1,171,161,155,2639.567,2,0,0,0,0,0,1,0,5,0,0,0,.4,.2,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0
"465",2008,"091",1,0,119,130,138,4834.96,1,0,0,0,0,0,1,0,6,0,0,0,.5,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,1,1,0
"461",2008,"091",1,0,55,57,55,6510.059,3,0,1,0,0,1,0,0,12,0,1,0,.4166667,0,0,1,0,0,1,1,1,1,1,1,0,1,0,0,0,1,1,1,1,0
"499",2008,"094",0,1,91,112,122,965.21,5,0,0,0,0,0,1,0,6,0,0,1,.3333333,.3333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"504",2008,"094",0,1,81,94,89,1873.867,6,0,0,0,0,0,1,0,12,0,0,0,.5833333,.1666667,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0
"524",2008,"094",0,0,95,96,93,2058.994,7,0,0,0,0,0,1,0,13,0,1,0,.4615385,.0769231,0,1,0,0,0,1,1,1,1,0,0,1,0,0,0,1,1,1,0,0
"493",2008,"094",0,0,31,66,41,3487.168,2,0,0,1,1,0,0,0,5,0,0,0,.4,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
"492",2008,"094",0,1,112,92,109,3591.667,2,0,0,1,1,0,0,0,2,0,0,0,.5,.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"579",2008,"094",0,1,119,106,111,4984.673,3,0,0,0,.a,0,1,0,7,1,0,1,.7142857,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0
"585",2008,"094",0,1,102,97,65,5170,4,1,0,1,1,0,1,0,5,0,1,0,.6,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
"557",2008,"094",0,0,44,65,49,5890.858,5,0,0,0,1,0,1,0,9,0,0,0,.5555556,.1111111,0,1,0,0,0,1,1,1,1,0,0,1,0,0,0,1,0,1,1,0
"502",2008,"094",0,0,12,46,84,6015.888,5,1,0,0,1,0,1,0,9,0,0,1,.4444444,.1111111,0,1,1,0,0,0,1,1,1,1,0,1,1,0,1,1,1,1,1,0
"538",2008,"094",0,0,68,24,79,6386.771,4,0,0,0,1,0,0,0,8,0,0,0,.5,0,0,1,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
"507",2008,"094",0,0,35,34,30,6493.965,2,1,0,0,1,0,1,0,5,0,0,0,.4,0,0,1,1,0,1,1,1,0,1,0,0,1,1,0,0,1,1,1,0,1
"530",2008,"094",0,0,54,89,74,8781.893,6,0,0,.a,1,0,1,0,7,0,0,0,.5714286,.1428571,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1,0,1,0,0
"622",2008,"096",0,1,72,76,67,0,2,0,0,0,1,0,1,0,5,0,1,0,.4,.4,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
"698",2008,"096",0,1,89,69,72,1703.001,1,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,1,0,1
"604",2008,"096",0,1,76,83,72,1819.048,7,1,0,1,1,0,1,0,8,1,0,0,.75,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0
"642",2008,"096",0,0,81,23,14,2102.381,3,1,0,0,1,0,1,0,7,1,0,0,.5714286,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
"641",2008,"096",0,1,77,60,67,2694.347,5,1,1,1,1,0,1,0,7,1,0,1,.4285714,.1428571,0,1,0,0,0,0,1,0,1,1,0,1,0,0,0,1,0,1,0,0
"657",2008,"096",0,0,25,30,15,2718.797,4,1,0,0,1,0,1,0,9,0,0,0,.6666667,.1111111,0,1,0,0,1,1,1,1,1,1,0,1,0,0,0,1,1,1,1,1
"621",2008,"096",0,0,22,26,92,3312.504,2,0,0,0,.a,0,1,0,9,0,1,0,.4444444,.2222222,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
"590",2008,"096",0,0,9,2,6,3390.741,5,1,0,1,1,1,1,0,10,0,0,0,.3,.2,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
"717",2008,"096",0,0,33,38,33,4391.636,3,0,0,0,1,0,1,0,6,0,0,0,.3333333,.1666667,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,1,1,1,0,1
"619",2008,"096",0,0,79,80,72,4743.055,2,1,0,1,1,1,1,0,3,1,1,0,.6666667,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,1
"644",2008,"096",0,1,78,32,72,5497.168,2,0,0,0,1,0,1,0,5,0,0,0,.4,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0
"722",2008,"096",0,1,90,68,72,5925,2,1,0,1,1,0,1,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"711",2008,"096",0,0,29,50,36,9307.08,4,1,1,1,1,0,1,0,8,0,0,0,.5,0,0,1,0,0,1,1,1,1,1,1,0,1,1,0,0,1,1,1,1,1
"625",2008,"096",0,0,45,63,55,10564,7,1,0,0,1,0,1,0,11,0,0,0,.3636364,0,0,1,0,0,0,0,1,1,1,1,0,1,0,0,0,1,1,1,1,0
"652",2008,"096",0,0,20,10,20,11589,2,1,0,1,1,0,1,0,3,1,0,1,.6666667,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0
"656",2008,"096",0,0,80,25,53,13202.43,4,1,0,0,1,0,1,0,6,0,0,0,.6666667,.1666667,0,1,1,0,0,1,1,1,1,0,0,1,0,0,0,1,1,0,1,0
"696",2008,"096",0,0,34,57,40,17901.67,3,1,0,1,1,0,1,0,5,0,0,0,.8,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
"666",2008,"098",0,1,48,39,27,2774.933,0,1,0,1,1,0,1,0,4,0,0,0,.5,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0
"670",2008,"098",0,0,28,13,39,3724.265,1,0,0,0,1,0,1,0,8,0,1,0,.375,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0
"678",2008,"098",0,0,18,44,34,6709.673,7,1,0,1,1,0,1,0,15,0,1,0,.4,0,0,1,0,0,1,1,1,1,1,1,0,1,1,0,0,0,1,1,1,0
"671",2008,"101",0,0,52,54,3,1171.08,8,0,1,1,1,1,1,0,12,0,0,0,.5,.1666667,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
"578",2008,"101",0,0,17,41,52,7425.123,8,1,1,1,1,0,1,0,7,0,0,0,.7142857,0,0,1,0,0,1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,0
"517",2008,"103",0,1,94,34,94,806.3911,5,0,0,0,1,1,1,0,6,0,0,1,.5,.1666667,0,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0
"584",2008,"103",0,0,10,12,11,1833.719,10,1,0,1,1,1,1,0,14,0,0,0,.7857143,.0714286,1,1,1,1,1,0,0,0,1,1,0,1,0,0,0,0,1,1,1,0
"603",2008,"103",0,0,18,57,29,1958.772,3,1,0,1,1,1,1,0,19,0,0,0,.5263158,.1052632,0,1,1,0,1,0,0,0,1,1,0,1,1,1,1,0,0,0,0,0
"545",2008,"103",0,0,56,80,38,3177.407,3,1,0,0,1,1,1,0,9,0,0,0,.4444444,0,0,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0
"588",2008,"103",0,1,28,85,99,3245.795,6,1,0,0,1,0,1,0,10,0,0,0,.5,.2,0,1,0,0,0,0,0,0,1,1,0,1,1,0,0,0,1,1,1,0
"531",2008,"103",0,0,65,29,69,3998.617,6,1,1,1,1,1,1,0,16,0,1,0,.375,.0625,0,1,0,0,0,1,1,1,1,0,0,1,0,0,0,1,1,1,1,0
"618",2008,"103",0,0,4,61,26,5059.749,2,1,1,1,1,0,1,0,5,0,0,0,.6,0,0,1,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,1,0
"563",2008,"103",0,0,89,28,76,5273.824,9,1,0,1,1,1,1,0,17,0,0,0,.5882353,.1764706,0,1,1,0,1,0,1,1,1,1,0,1,1,1,0,1,1,1,1,0
"586",2008,"103",0,1,40,73,103,5680.87,13,1,0,1,1,0,1,0,17,0,0,0,.6470588,.0588235,0,1,0,0,1,1,0,0,1,0,1,1,0,0,0,1,0,1,1,0
