hhea,hhid_ranker,hhid_ranked,rank
"001","001025","001564",1
"001","001025","001473",2
"001","001025","001627",3
"001","001025","001302",4
"001","001025","001476",5
"001","001025","001816",6
"001","001025","001468",7
"001","001302","001564",1
"001","001302","001627",2
"001","001302","001473",3
"001","001302","001816",4
"001","001302","001025",5
"001","001302","001476",6
"001","001302","001468",7
"001","001468","001564",1
"001","001468","001473",2
"001","001468","001627",3
"001","001468","001025",4
"001","001468","001816",5
"001","001468","001302",6
"001","001468","001476",7
"001","001473","001564",1
"001","001473","001816",2
"001","001473","001302",3
"001","001473","001627",4
"001","001473","001468",5
"001","001473","001476",6
"001","001473","001025",7
"001","001476","001564",1
"001","001476","001816",2
"001","001476","001627",3
"001","001476","001302",4
"001","001476","001473",5
"001","001476","001468",6
"001","001476","001025",7
"001","001564","001627",1
"001","001564","001302",2
"001","001564","001816",3
"001","001564","001476",4
"001","001564","001025",5
"001","001564","001468",6
"001","001564","001473",7
"001","001627","001564",1
"001","001627","001468",2
"001","001627","001473",3
"001","001627","001302",4
"001","001627","001025",5
"001","001627","001476",6
"001","001627","001816",7
"001","001904","001025",1
"001","001904","001627",2
"001","001904","001473",3
"001","001904","001564",4
"001","001904","001476",5
"001","001904","001816",6
"001","001904","001302",7
"001","001904","001468",8
"002","002001","002498",1
"002","002001","002004",2
"002","002001","002125",3
"002","002001","002638",4
"002","002001","002030",5
"002","002001","002146",6
"002","002001","002042",7
"002","002001","002013",8
"002","002004","002146",1
"002","002004","002001",2
"002","002004","002125",3
"002","002004","002498",4
"002","002004","002638",5
"002","002004","002042",6
"002","002004","002030",7
"002","002013","002001",1
"002","002013","002004",2
"002","002013","002125",3
"002","002013","002638",4
"002","002013","002498",5
"002","002013","002042",6
"002","002013","002030",7
"002","002013","002146",8
"002","002030","002001",1
"002","002030","002004",2
"002","002030","002498",3
"002","002030","002125",4
"002","002030","002638",5
"002","002030","002013",6
"002","002030","002042",7
"002","002030","002146",8
"002","002125","002001",1
"002","002125","002498",2
"002","002125","002004",3
"002","002125","002638",4
"002","002125","002030",5
"002","002125","002042",6
"002","002125","002013",7
"002","002125","002146",8
"002","002146","002498",1
"002","002146","002638",2
"002","002146","002125",3
"002","002146","002004",4
"002","002146","002030",5
"002","002146","002042",6
"002","002146","002001",7
"002","002575","002004",1
"002","002575","002125",2
"002","002575","002638",3
"002","002575","002001",4
"002","002575","002030",5
"002","002575","002042",6
"002","002575","002146",7
"002","002575","002013",8
"002","002638","002030",1
"002","002638","002125",2
"002","002638","002498",3
"002","002638","002001",4
"002","002638","002004",5
"002","002638","002042",6
"002","002638","002013",7
"002","002638","002146",8
"003","003016","003599",1
"003","003016","003996",2
"003","003016","003191",3
"003","003016","003089",4
"003","003016","003371",5
"003","003016","003987",6
"003","003016","003685",7
"003","003016","003174",8
"003","003089","003599",1
"003","003089","003996",2
"003","003089","003987",3
"003","003089","003685",4
"003","003089","003371",5
"003","003089","003174",6
"003","003089","003016",7
"003","003174","003685",1
"003","003174","003371",2
"003","003174","003089",3
"003","003174","003996",4
"003","003174","003987",5
"003","003174","003016",6
"003","003174","003191",7
"003","003191","003685",1
"003","003191","003996",2
"003","003191","003371",3
"003","003191","003599",4
"003","003191","003016",5
"003","003191","003987",6
"003","003191","003089",7
"003","003599","003371",1
"003","003599","003089",2
"003","003599","003987",3
"003","003599","003174",4
"003","003599","003016",5
"003","003685","003599",1
"003","003685","003987",2
"003","003685","003996",3
"003","003685","003089",4
"003","003685","003371",5
"003","003685","003016",6
"003","003685","003174",7
"003","003987","003685",1
"003","003987","003599",2
"003","003987","003089",3
"003","003987","003996",4
"003","003987","003371",5
"003","003987","003174",6
"003","003987","003191",7
"003","003987","003016",8
"003","003996","003371",1
"003","003996","003016",2
"003","003996","003174",3
"004","004147","004968",1
"004","004147","004840",2
"004","004147","004814",3
"004","004147","004637",4
"004","004147","004212",5
"004","004147","004580",6
"004","004147","004430",7
"004","004147","004181",8
"004","004181","004147",1
"004","004181","004637",2
"004","004181","004968",3
"004","004181","004212",4
"004","004181","004814",5
"004","004181","004580",6
"004","004181","004840",7
"004","004181","004430",8
"004","004212","004147",1
"004","004212","004968",2
"004","004212","004814",3
"004","004212","004840",4
"004","004212","004637",5
"004","004212","004430",6
"004","004212","004580",7
"004","004212","004181",8
"004","004430","004147",1
"004","004430","004637",2
"004","004430","004814",3
"004","004430","004968",4
"004","004430","004840",5
"004","004430","004212",6
"004","004430","004580",7
"004","004430","004181",8
"004","004637","004968",1
"004","004637","004147",2
"004","004637","004814",3
"004","004637","004840",4
"004","004637","004212",5
"004","004637","004430",6
"004","004637","004181",7
"004","004637","004580",8
"004","004814","004637",1
"004","004814","004212",2
"004","004814","004147",3
"004","004814","004430",4
"004","004814","004968",5
"004","004814","004580",6
"004","004814","004840",7
"004","004814","004181",8
"004","004840","004637",1
"004","004840","004212",2
"004","004840","004430",3
"004","004840","004814",4
"004","004840","004181",5
"004","004968","004637",1
"004","004968","004814",2
"004","004968","004147",3
"004","004968","004212",4
"004","004968","004840",5
"004","004968","004430",6
"004","004968","004181",7
"004","004968","004580",8
"005","005047","005312",1
"005","005047","005344",2
"005","005047","005203",3
"005","005047","005443",4
"005","005047","005067",5
"005","005047","005429",6
"005","005047","005448",7
"005","005047","005803",8
"005","005067","005203",1
"005","005067","005312",2
"005","005067","005443",3
"005","005067","005429",4
"005","005067","005344",5
"005","005067","005047",6
"005","005067","005448",7
"005","005067","005803",8
"005","005312","005203",1
"005","005312","005443",2
"005","005312","005429",3
"005","005312","005344",4
"005","005312","005067",5
"005","005312","005047",6
"005","005312","005803",7
"005","005312","005448",8
"005","005344","005443",1
"005","005344","005312",2
"005","005344","005203",3
"005","005344","005047",4
"005","005344","005429",5
"005","005344","005067",6
"005","005344","005448",7
"005","005344","005803",8
"005","005429","005312",1
"005","005429","005203",2
"005","005429","005344",3
"005","005429","005443",4
"005","005429","005047",5
"005","005429","005067",6
"005","005429","005448",7
"005","005429","005803",8
"005","005443","005312",1
"005","005443","005203",2
"005","005443","005067",3
"005","005443","005344",4
"005","005443","005429",5
"005","005443","005047",6
"005","005443","005448",7
"005","005443","005803",8
"005","005448","005443",1
"005","005448","005312",2
"005","005448","005344",3
"005","005448","005429",4
"005","005448","005203",5
"005","005448","005047",6
"005","005448","005067",7
"005","005448","005803",8
"005","005803","005443",1
"005","005803","005047",2
"005","005803","005312",3
"005","005803","005344",4
"005","005803","005203",5
"005","005803","005067",6
"005","005803","005429",7
"005","005803","005448",8
"006","006318","006383",1
"006","006318","006887",2
"006","006318","006548",3
"006","006318","006899",4
"006","006318","006591",5
"006","006318","006636",6
"006","006383","006899",1
"006","006383","006591",2
"006","006383","006887",3
"006","006383","006548",4
"006","006383","006583",5
"006","006383","006250",6
"006","006383","006636",7
"006","006548","006383",1
"006","006548","006899",2
"006","006548","006250",3
"006","006548","006636",4
"006","006548","006739",5
"006","006548","006591",6
"006","006548","006583",7
"006","006548","006887",8
"006","006591","006383",1
"006","006591","006899",2
"006","006591","006548",3
"006","006591","006250",4
"006","006591","006636",5
"006","006591","006887",6
"006","006591","006583",7
"006","006636","006383",1
"006","006636","006548",2
"006","006636","006899",3
"006","006636","006591",4
"006","006636","006887",5
"006","006636","006583",6
"006","006739","006548",1
"006","006739","006383",2
"006","006739","006250",3
"006","006739","006591",4
"006","006739","006583",5
"006","006887","006899",1
"006","006887","006548",2
"006","006887","006250",3
"006","006887","006591",4
"006","006887","006383",5
"006","006887","006583",6
"006","006887","006636",7
"006","006899","006383",1
"006","006899","006548",2
"006","006899","006250",3
"006","006899","006591",4
"006","006899","006583",5
"006","006899","006887",6
"006","006899","006636",7
"007","007304","007894",1
"007","007304","007549",2
"007","007304","007962",3
"007","007304","007727",4
"007","007304","007453",5
"007","007304","007488",6
"007","007304","007566",7
"007","007304","007401",8
"007","007401","007304",1
"007","007401","007488",2
"007","007401","007453",3
"007","007453","007566",1
"007","007453","007894",2
"007","007453","007401",3
"007","007453","007549",4
"007","007453","007488",5
"007","007453","007962",6
"007","007453","007727",7
"007","007549","007401",1
"007","007549","007894",2
"007","007549","007488",3
"007","007549","007453",4
"007","007549","007962",5
"007","007566","007894",1
"007","007566","007962",2
"007","007566","007453",3
"007","007566","007727",4
"007","007566","007488",5
"007","007791","007401",1
"007","007791","007894",2
"007","007791","007566",3
"007","007791","007488",4
"007","007791","007453",5
"007","007791","007727",6
"007","007791","007962",7
"007","007894","007566",1
"007","007894","007549",2
"007","007894","007488",3
"007","007894","007727",4
"007","007894","007453",5
"007","007894","007962",6
"008","008212","008722",1
"008","008212","008845",2
"008","008212","008770",3
"008","008212","008600",4
"008","008212","008408",5
"008","008212","008514",6
"008","008212","008534",7
"008","008212","008261",8
"008","008261","008722",1
"008","008261","008408",2
"008","008261","008212",3
"008","008261","008845",4
"008","008261","008600",5
"008","008261","008514",6
"008","008261","008770",7
"008","008408","008722",1
"008","008408","008845",2
"008","008408","008212",3
"008","008408","008770",4
"008","008408","008514",5
"008","008408","008261",6
"008","008514","008722",1
"008","008514","008845",2
"008","008514","008408",3
"008","008514","008212",4
"008","008514","008770",5
"008","008514","008534",6
"008","008514","008261",7
"008","008534","008514",1
"008","008534","008845",2
"008","008534","008408",3
"008","008534","008600",4
"008","008534","008770",5
"008","008534","008722",6
"008","008534","008212",7
"008","008534","008261",8
"008","008722","008845",1
"008","008722","008408",2
"008","008722","008770",3
"008","008722","008261",4
"008","008722","008212",5
"008","008770","008845",1
"008","008770","008722",2
"008","008770","008534",3
"008","008770","008514",4
"008","008770","008600",5
"008","008770","008261",6
"008","008770","008212",7
"008","008770","008408",8
"008","008845","008722",1
"008","008845","008408",2
"008","008845","008212",3
"008","008845","008600",4
"008","008845","008770",5
"008","008845","008534",6
"008","008845","008261",7
"009","009079","009969",1
"009","009079","009566",2
"009","009079","009600",3
"009","009079","009759",4
"009","009079","009717",5
"009","009079","009039",6
"009","009079","009497",7
"009","009497","009969",1
"009","009497","009566",2
"009","009497","009600",3
"009","009497","009235",4
"009","009497","009717",5
"009","009497","009759",6
"009","009497","009039",7
"009","009566","009600",1
"009","009566","009969",2
"009","009566","009759",3
"009","009566","009039",4
"009","009566","009717",5
"009","009566","009235",6
"009","009566","009497",7
"009","009600","009969",1
"009","009600","009717",2
"009","009600","009039",3
"009","009600","009759",4
"009","009600","009497",5
"009","009642","009969",1
"009","009642","009566",2
"009","009642","009600",3
"009","009642","009717",4
"009","009642","009497",5
"009","009642","009039",6
"009","009717","009969",1
"009","009717","009566",2
"009","009717","009600",3
"009","009717","009642",4
"009","009717","009039",5
"009","009717","009235",6
"009","009717","009497",7
"009","009717","009759",8
"009","009759","009969",1
"009","009759","009566",2
"009","009759","009600",3
"009","009759","009642",4
"009","009759","009039",5
"009","009759","009717",6
"009","009759","009497",7
"009","009969","009566",1
"009","009969","009039",2
"009","009969","009600",3
"009","009969","009717",4
"009","009969","009759",5
"009","009969","009235",6
"009","009969","009497",7
"010","010042","010977",1
"010","010042","010261",2
"010","010042","010031",3
"010","010042","010275",4
"010","010042","010330",5
"010","010042","010931",6
"010","010042","010414",7
"010","010042","010928",8
"010","010261","010330",1
"010","010261","010977",2
"010","010261","010275",3
"010","010261","010042",4
"010","010261","010031",5
"010","010261","010931",6
"010","010261","010414",7
"010","010261","010928",8
"010","010275","010330",1
"010","010275","010261",2
"010","010275","010977",3
"010","010275","010042",4
"010","010275","010928",5
"010","010275","010931",6
"010","010275","010031",7
"010","010330","010275",1
"010","010330","010261",2
"010","010330","010977",3
"010","010330","010928",4
"010","010330","010414",5
"010","010330","010931",6
"010","010330","010042",7
"010","010330","010031",8
"010","010414","010330",1
"010","010414","010275",2
"010","010414","010042",3
"010","010414","010931",4
"010","010414","010414",5
"010","010414","010261",6
"010","010414","010928",7
"010","010414","010031",8
"010","010928","010330",1
"010","010928","010042",2
"010","010928","010031",3
"010","010928","010931",4
"010","010931","010261",1
"010","010931","010977",2
"010","010931","010275",3
"010","010931","010928",4
"010","010931","010330",5
"010","010931","010414",6
"010","010931","010042",7
"010","010931","010031",8
"010","010977","010275",1
"010","010977","010261",2
"010","010977","010330",3
"010","010977","010928",4
"010","010977","010042",5
"010","010977","010414",6
"010","010977","010931",7
"010","010977","010031",8
"011","011055","011104",1
"011","011055","011159",2
"011","011055","011864",3
"011","011055","011450",4
"011","011055","011484",5
"011","011055","011818",6
"011","011055","011216",7
"011","011055","011179",8
"011","011159","011864",1
"011","011159","011450",2
"011","011159","011104",3
"011","011159","011484",4
"011","011159","011818",5
"011","011159","011055",6
"011","011179","011159",1
"011","011179","011864",2
"011","011179","011450",3
"011","011179","011216",4
"011","011179","011818",5
"011","011179","011484",6
"011","011179","011055",7
"011","011179","011104",8
"011","011216","011450",1
"011","011216","011864",2
"011","011216","011818",3
"011","011216","011179",4
"011","011216","011484",5
"011","011216","011104",6
"011","011216","011159",7
"011","011216","011055",8
"011","011450","011159",1
"011","011450","011864",2
"011","011450","011104",3
"011","011450","011484",4
"011","011450","011818",5
"011","011450","011055",6
"011","011484","011450",1
"011","011484","011864",2
"011","011484","011159",3
"011","011484","011216",4
"011","011484","011179",5
"011","011484","011818",6
"011","011484","011104",7
"011","011484","011055",8
"011","011800","011450",1
"011","011800","011159",2
"011","011800","011216",3
"011","011800","011484",4
"011","011800","011864",5
"011","011800","011104",6
"011","011800","011055",7
"011","011864","011159",1
"011","011864","011484",2
"011","011864","011055",3
"011","011864","011450",4
"011","011864","011104",5
"012","012131","012315",1
"012","012131","012423",2
"012","012131","012776",3
"012","012131","012243",4
"012","012131","012943",5
"012","012131","012561",6
"012","012131","012296",7
"012","012131","012801",8
"012","012243","012423",1
"012","012243","012943",2
"012","012243","012801",3
"012","012243","012315",4
"012","012243","012776",5
"012","012243","012561",6
"012","012243","012296",7
"012","012243","012131",8
"012","012315","012423",1
"012","012315","012243",2
"012","012315","012561",3
"012","012315","012801",4
"012","012315","012943",5
"012","012315","012776",6
"012","012315","012131",7
"012","012315","012296",8
"012","012423","012315",1
"012","012423","012561",2
"012","012423","012243",3
"012","012423","012801",4
"012","012423","012131",5
"012","012423","012776",6
"012","012423","012943",7
"012","012423","012296",8
"012","012561","012423",1
"012","012561","012315",2
"012","012561","012243",3
"012","012561","012801",4
"012","012561","012943",5
"012","012561","012131",6
"012","012561","012776",7
"012","012561","012296",8
"012","012776","012423",1
"012","012776","012243",2
"012","012776","012801",3
"012","012776","012561",4
"012","012776","012315",5
"012","012776","012943",6
"012","012776","012131",7
"012","012776","012296",8
"012","012801","012423",1
"012","012801","012315",2
"012","012801","012561",3
"012","012801","012243",4
"012","012801","012776",5
"012","012801","012131",6
"012","012801","012943",7
"012","012801","012296",8
"012","012943","012315",1
"012","012943","012561",2
"012","012943","012423",3
"012","012943","012801",4
"012","012943","012243",5
"012","012943","012131",6
"012","012943","012296",7
"012","012943","012776",8
"013","013097","013845",1
"013","013097","013319",2
"013","013097","013888",3
"013","013097","013996",4
"013","013097","013360",5
"013","013097","013098",6
"013","013098","013888",1
"013","013098","013097",2
"013","013098","013360",3
"013","013098","013845",4
"013","013098","013996",5
"013","013098","013319",6
"013","013098","013289",7
"013","013098","013940",8
"013","013289","013098",1
"013","013289","013940",2
"013","013360","013098",1
"013","013360","013888",2
"013","013360","013845",3
"013","013360","013996",4
"013","013360","013319",5
"013","013360","013097",6
"013","013360","013289",7
"013","013360","013940",8
"013","013845","013098",1
"013","013845","013996",2
"013","013845","013888",3
"013","013845","013319",4
"013","013845","013097",5
"013","013845","013289",6
"013","013845","013360",7
"013","013888","013319",1
"013","013888","013845",2
"013","013888","013996",3
"013","013888","013097",4
"013","013888","013098",5
"013","013888","013940",6
"013","013888","013360",7
"013","013940","013097",1
"013","013940","013319",2
"013","013940","013289",3
"013","013940","013845",4
"013","013940","013888",5
"013","013940","013360",6
"013","013940","013996",7
"013","013940","013098",8
"013","013996","013098",1
"013","013996","013888",2
"013","013996","013097",3
"013","013996","013845",4
"013","013996","013319",5
"013","013996","013360",6
"013","013996","013940",7
"013","013996","013289",8
"014","014127","014913",1
"014","014127","014997",2
"014","014127","014138",3
"014","014127","014263",4
"014","014138","014557",1
"014","014138","014913",2
"014","014138","014260",3
"014","014138","014555",4
"014","014138","014263",5
"014","014138","014997",6
"014","014138","014496",7
"014","014260","014557",1
"014","014260","014913",2
"014","014260","014555",3
"014","014260","014496",4
"014","014260","014138",5
"014","014263","014127",1
"014","014263","014997",2
"014","014263","014555",3
"014","014263","014496",4
"014","014263","014138",5
"014","014327","014260",1
"014","014327","014138",2
"014","014327","014555",3
"014","014327","014913",4
"014","014327","014496",5
"014","014496","014557",1
"014","014496","014555",2
"014","014496","014913",3
"014","014496","014260",4
"014","014496","014138",5
"014","014913","014557",1
"014","014913","014260",2
"014","014913","014555",3
"014","014913","014496",4
"014","014913","014138",5
"014","014997","014555",1
"014","014997","014127",2
"014","014997","014263",3
"015","015041","015572",1
"015","015041","015527",2
"015","015041","015495",3
"015","015041","015612",4
"015","015041","015111",5
"015","015041","015718",6
"015","015041","015998",7
"015","015111","015495",1
"015","015111","015819",2
"015","015111","015612",3
"015","015111","015572",4
"015","015111","015527",5
"015","015111","015998",6
"015","015111","015718",7
"015","015111","015041",8
"015","015192","015495",1
"015","015192","015819",2
"015","015192","015572",3
"015","015192","015111",4
"015","015192","015612",5
"015","015192","015998",6
"015","015192","015041",7
"015","015192","015718",8
"015","015495","015111",1
"015","015495","015527",2
"015","015495","015612",3
"015","015495","015572",4
"015","015495","015041",5
"015","015495","015998",6
"015","015495","015718",7
"015","015612","015495",1
"015","015612","015527",2
"015","015612","015572",3
"015","015612","015041",4
"015","015612","015718",5
"015","015612","015998",6
"015","015718","015495",1
"015","015718","015527",2
"015","015718","015111",3
"015","015718","015572",4
"015","015718","015612",5
"015","015718","015819",6
"015","015718","015998",7
"015","015718","015041",8
"015","015819","015495",1
"015","015819","015572",2
"015","015819","015111",3
"015","015819","015527",4
"015","015819","015612",5
"015","015819","015718",6
"015","015819","015041",7
"015","015819","015998",8
"015","015998","015495",1
"015","015998","015111",2
"015","015998","015527",3
"015","015998","015572",4
"015","015998","015612",5
"015","015998","015819",6
"015","015998","015718",7
"015","015998","015041",8
"016","016076","016542",1
"016","016076","016124",2
"016","016076","016897",3
"016","016076","016253",4
"016","016076","016763",5
"016","016076","016295",6
"016","016076","016388",7
"016","016076","016419",8
"016","016124","016542",1
"016","016124","016419",2
"016","016124","016388",3
"016","016124","016897",4
"016","016124","016295",5
"016","016124","016763",6
"016","016124","016253",7
"016","016124","016076",8
"016","016295","016542",1
"016","016295","016124",2
"016","016295","016388",3
"016","016295","016897",4
"016","016295","016419",5
"016","016295","016763",6
"016","016295","016253",7
"016","016295","016076",8
"016","016388","016542",1
"016","016388","016124",2
"016","016388","016419",3
"016","016388","016253",4
"016","016388","016897",5
"016","016388","016295",6
"016","016388","016763",7
"016","016388","016076",8
"016","016419","016542",1
"016","016419","016124",2
"016","016419","016253",3
"016","016419","016295",4
"016","016419","016388",5
"016","016419","016897",6
"016","016419","016763",7
"016","016419","016076",8
"016","016542","016124",1
"016","016542","016253",2
"016","016542","016897",3
"016","016542","016295",4
"016","016542","016388",5
"016","016542","016763",6
"016","016542","016419",7
"016","016542","016076",8
"016","016763","016542",1
"016","016763","016124",2
"016","016763","016388",3
"016","016763","016897",4
"016","016763","016295",5
"016","016763","016253",6
"016","016763","016076",7
"016","016763","016419",8
"016","016897","016542",1
"016","016897","016295",2
"016","016897","016124",3
"016","016897","016763",4
"016","016897","016253",5
"016","016897","016388",6
"016","016897","016419",7
"016","016897","016076",8
"017","017113","017834",1
"017","017113","017666",2
"017","017113","017732",3
"017","017113","017709",4
"017","017113","017488",5
"017","017113","017408",6
"017","017113","017718",7
"017","017113","017248",8
"017","017408","017834",1
"017","017408","017732",2
"017","017408","017666",3
"017","017408","017488",4
"017","017408","017709",5
"017","017408","017061",6
"017","017408","017248",7
"017","017408","017718",8
"017","017488","017408",1
"017","017488","017834",2
"017","017488","017666",3
"017","017488","017709",4
"017","017488","017732",5
"017","017488","017248",6
"017","017488","017061",7
"017","017488","017718",8
"017","017666","017408",1
"017","017666","017248",2
"017","017666","017488",3
"017","017666","017709",4
"017","017666","017732",5
"017","017666","017061",6
"017","017666","017834",7
"017","017666","017718",8
"017","017709","017666",1
"017","017709","017732",2
"017","017709","017248",3
"017","017709","017061",4
"017","017709","017834",5
"017","017709","017718",6
"017","017709","017408",7
"017","017718","017061",1
"017","017718","017732",2
"017","017718","017666",3
"017","017718","017709",4
"017","017718","017834",5
"017","017718","017488",6
"017","017718","017248",7
"017","017718","017408",8
"017","017732","017834",1
"017","017732","017666",2
"017","017732","017488",3
"017","017732","017061",4
"017","017732","017248",5
"017","017732","017709",6
"017","017732","017408",7
"017","017732","017718",8
"017","017834","017732",1
"017","017834","017718",2
"017","017834","017709",3
"017","017834","017666",4
"017","017834","017248",5
"017","017834","017408",6
"017","017834","017061",7
"018","018071","018975",1
"018","018071","018222",2
"018","018071","018431",3
"018","018071","018929",4
"018","018071","018389",5
"018","018071","018381",6
"018","018071","018638",7
"018","018094","018381",1
"018","018094","018389",2
"018","018094","018431",3
"018","018094","018222",4
"018","018094","018929",5
"018","018094","018975",6
"018","018094","018071",7
"018","018094","018638",8
"018","018222","018389",1
"018","018222","018431",2
"018","018222","018929",3
"018","018222","018071",4
"018","018222","018381",5
"018","018222","018094",6
"018","018222","018975",7
"018","018222","018638",8
"018","018389","018431",1
"018","018389","018071",2
"018","018389","018222",3
"018","018389","018975",4
"018","018389","018929",5
"018","018389","018638",6
"018","018431","018222",1
"018","018431","018071",2
"018","018431","018389",3
"018","018431","018381",4
"018","018431","018975",5
"018","018431","018929",6
"018","018431","018638",7
"018","018638","018071",1
"018","018638","018222",2
"018","018638","018431",3
"018","018638","018389",4
"018","018638","018094",5
"018","018638","018381",6
"018","018638","018929",7
"018","018638","018975",8
"018","018929","018071",1
"018","018929","018975",2
"018","018929","018094",3
"018","018929","018389",4
"018","018929","018222",5
"018","018929","018431",6
"018","018929","018381",7
"018","018929","018638",8
"018","018975","018222",1
"018","018975","018071",2
"018","018975","018389",3
"018","018975","018431",4
"018","018975","018381",5
"018","018975","018929",6
"018","018975","018638",7
"019","019043","019831",1
"019","019043","019884",2
"019","019043","019391",3
"019","019043","019570",4
"019","019043","019959",5
"019","019043","019157",6
"019","019043","019318",7
"019","019043","019406",8
"019","019157","019831",1
"019","019157","019391",2
"019","019157","019318",3
"019","019157","019884",4
"019","019157","019570",5
"019","019157","019959",6
"019","019157","019043",7
"019","019157","019406",8
"019","019318","019884",1
"019","019318","019570",2
"019","019318","019831",3
"019","019318","019043",4
"019","019318","019391",5
"019","019318","019157",6
"019","019318","019959",7
"019","019318","019406",8
"019","019391","019831",1
"019","019391","019043",2
"019","019391","019959",3
"019","019391","019318",4
"019","019391","019157",5
"019","019391","019406",6
"019","019406","019884",1
"019","019406","019831",2
"019","019406","019391",3
"019","019406","019043",4
"019","019406","019959",5
"019","019406","019570",6
"019","019406","019157",7
"019","019406","019318",8
"019","019570","019884",1
"019","019570","019831",2
"019","019570","019043",3
"019","019570","019391",4
"019","019570","019157",5
"019","019570","019959",6
"019","019570","019406",7
"019","019570","019318",8
"019","019831","019043",1
"019","019831","019884",2
"019","019831","019391",3
"019","019831","019318",4
"019","019831","019570",5
"019","019831","019959",6
"019","019831","019157",7
"019","019831","019406",8
"019","019884","019391",1
"019","019884","019043",2
"019","019884","019831",3
"019","019884","019959",4
"019","019884","019570",5
"019","019884","019318",6
"019","019884","019157",7
"019","019884","019406",8
"020","020092","020426",1
"020","020092","020712",2
"020","020092","020896",3
"020","020092","020818",4
"020","020092","020646",5
"020","020092","020674",6
"020","020092","020272",7
"020","020092","020975",8
"020","020272","020426",1
"020","020272","020674",2
"020","020272","020712",3
"020","020272","020092",4
"020","020272","020646",5
"020","020272","020896",6
"020","020272","020975",7
"020","020272","020818",8
"020","020426","020896",1
"020","020426","020712",2
"020","020426","020646",3
"020","020426","020818",4
"020","020426","020674",5
"020","020426","020092",6
"020","020426","020272",7
"020","020426","020975",8
"020","020674","020426",1
"020","020674","020712",2
"020","020674","020646",3
"020","020674","020896",4
"020","020674","020272",5
"020","020674","020818",6
"020","020674","020092",7
"020","020674","020975",8
"020","020712","020646",1
"020","020712","020896",2
"020","020712","020426",3
"020","020712","020818",4
"020","020712","020975",5
"020","020712","020674",6
"020","020712","020272",7
"020","020712","020092",8
"020","020818","020426",1
"020","020818","020674",2
"020","020818","020272",3
"020","020818","020646",4
"020","020818","020975",5
"020","020896","020426",1
"020","020896","020646",2
"020","020896","020712",3
"020","020896","020674",4
"020","020896","020818",5
"020","020896","020092",6
"020","020896","020272",7
"020","020896","020975",8
"020","020975","020426",1
"020","020975","020896",2
"020","020975","020712",3
"020","020975","020646",4
"020","020975","020674",5
"020","020975","020818",6
"020","020975","020272",7
"020","020975","020092",8
"021","021240","021871",1
"021","021240","021549",2
"021","021240","021905",3
"021","021240","021705",4
"021","021240","021704",5
"021","021240","021600",6
"021","021240","021994",7
"021","021549","021600",1
"021","021549","021705",2
"021","021549","021905",3
"021","021549","021704",4
"021","021549","021994",5
"021","021549","021871",6
"021","021549","021917",7
"021","021549","021240",8
"021","021600","021905",1
"021","021600","021705",2
"021","021600","021994",3
"021","021600","021871",4
"021","021600","021917",5
"021","021600","021704",6
"021","021600","021549",7
"021","021600","021240",8
"021","021704","021705",1
"021","021704","021600",2
"021","021704","021905",3
"021","021704","021917",4
"021","021704","021994",5
"021","021704","021549",6
"021","021704","021871",7
"021","021704","021240",8
"021","021705","021905",1
"021","021705","021600",2
"021","021705","021994",3
"021","021705","021549",4
"021","021705","021704",5
"021","021705","021871",6
"021","021705","021917",7
"021","021705","021240",8
"021","021871","021905",1
"021","021871","021705",2
"021","021871","021600",3
"021","021871","021994",4
"021","021871","021549",5
"021","021871","021704",6
"021","021871","021917",7
"021","021871","021240",8
"021","021905","021600",1
"021","021905","021705",2
"021","021905","021994",3
"021","021905","021704",4
"021","021905","021871",5
"021","021905","021917",6
"021","021905","021549",7
"021","021905","021240",8
"021","021994","021905",1
"021","021994","021600",2
"021","021994","021704",3
"021","021994","021871",4
"021","021994","021917",5
"021","021994","021705",6
"021","021994","021549",7
"021","021994","021240",8
"022","022040","022871",1
"022","022040","022480",2
"022","022040","022631",3
"022","022040","022153",4
"022","022040","022252",5
"022","022040","022141",6
"022","022040","022853",7
"022","022040","022846",8
"022","022153","022040",1
"022","022153","022853",2
"022","022153","022871",3
"022","022153","022141",4
"022","022153","022252",5
"022","022153","022480",6
"022","022153","022631",7
"022","022153","022846",8
"022","022252","022871",1
"022","022252","022040",2
"022","022252","022480",3
"022","022252","022153",4
"022","022252","022631",5
"022","022252","022141",6
"022","022252","022853",7
"022","022480","022040",1
"022","022480","022871",2
"022","022480","022853",3
"022","022480","022153",4
"022","022480","022846",5
"022","022480","022252",6
"022","022480","022141",7
"022","022480","022631",8
"022","022631","022040",1
"022","022631","022871",2
"022","022631","022141",3
"022","022631","022853",4
"022","022631","022153",5
"022","022631","022252",6
"022","022631","022480",7
"022","022631","022846",8
"022","022846","022040",1
"022","022846","022871",2
"022","022846","022252",3
"022","022846","022853",4
"022","022846","022141",5
"022","022846","022153",6
"022","022846","022480",7
"022","022846","022631",8
"022","022853","022040",1
"022","022853","022252",2
"022","022853","022153",3
"022","022853","022141",4
"022","022853","022480",5
"022","022853","022871",6
"022","022853","022631",7
"022","022853","022846",8
"022","022871","022040",1
"022","022871","022153",2
"022","022871","022853",3
"022","022871","022480",4
"022","022871","022846",5
"022","022871","022141",6
"022","022871","022252",7
"022","022871","022631",8
"023","023023","023074",1
"023","023023","023195",2
"023","023023","023617",3
"023","023023","023640",4
