hhea,hhid_ranker,hhid_ranked,rank
"335","335484","335861",5
"335","335484","335438",6
"335","335484","335083",7
"335","335624","335817",1
"335","335624","335861",2
"335","335624","335438",3
"335","335624","335852",4
"335","335624","335083",5
"335","335624","335388",6
"335","335624","335484",7
"335","335817","335624",1
"335","335817","335861",2
"335","335817","335438",3
"335","335817","335388",4
"335","335817","335852",5
"335","335817","335484",6
"335","335817","335083",7
"335","335852","335624",1
"335","335852","335438",2
"335","335852","335861",3
"335","335852","335388",4
"335","335852","335484",5
"335","335852","335083",6
"335","335852","335817",7
"336","336094","336976",1
"336","336094","336308",2
"336","336094","336259",3
"336","336094","336113",4
"336","336094","336656",5
"336","336094","336499",6
"336","336094","336650",7
"336","336094","336303",8
"336","336113","336976",1
"336","336113","336259",2
"336","336113","336308",3
"336","336113","336499",4
"336","336113","336094",5
"336","336113","336656",6
"336","336113","336303",7
"336","336113","336650",8
"336","336259","336976",1
"336","336259","336308",2
"336","336259","336094",3
"336","336259","336656",4
"336","336259","336499",5
"336","336259","336113",6
"336","336259","336650",7
"336","336259","336303",8
"336","336303","336976",1
"336","336303","336308",2
"336","336303","336113",3
"336","336303","336259",4
"336","336303","336094",5
"336","336303","336650",6
"336","336303","336656",7
"336","336303","336499",8
"336","336308","336976",1
"336","336308","336499",2
"336","336308","336656",3
"336","336308","336650",4
"336","336308","336113",5
"336","336308","336094",6
"336","336308","336303",7
"336","336499","336976",1
"336","336499","336308",2
"336","336499","336259",3
"336","336499","336113",4
"336","336499","336094",5
"336","336499","336656",6
"336","336499","336650",7
"336","336499","336303",8
"336","336656","336976",1
"336","336656","336308",2
"336","336656","336094",3
"336","336656","336259",4
"336","336656","336113",5
"336","336656","336499",6
"336","336656","336650",7
"336","336656","336303",8
"336","336839","336113",1
"336","336839","336259",2
"336","336839","336094",3
"336","336839","336656",4
"336","336839","336650",5
"336","336839","336303",6
"336","336839","336499",7
"336","336839","336308",8
"337","337411","337083",1
"337","337411","337544",2
"337","337411","337488",3
"337","337411","337510",4
"337","337411","337663",5
"337","337411","337458",6
"337","337411","337413",7
"337","337411","337914",8
"337","337413","337083",1
"337","337413","337544",2
"337","337413","337488",3
"337","337413","337458",4
"337","337413","337663",5
"337","337413","337510",6
"337","337413","337914",7
"337","337413","337411",8
"337","337458","337083",1
"337","337458","337544",2
"337","337458","337663",3
"337","337458","337488",4
"337","337458","337914",5
"337","337458","337510",6
"337","337458","337413",7
"337","337458","337411",8
"337","337488","337083",1
"337","337488","337663",2
"337","337488","337458",3
"337","337488","337544",4
"337","337488","337914",5
"337","337488","337510",6
"337","337488","337413",7
"337","337488","337411",8
"337","337510","337083",1
"337","337510","337544",2
"337","337510","337488",3
"337","337510","337663",4
"337","337510","337413",5
"337","337510","337458",6
"337","337510","337914",7
"337","337510","337411",8
"337","337544","337083",1
"337","337544","337488",2
"337","337544","337458",3
"337","337544","337413",4
"337","337544","337914",5
"337","337544","337663",6
"337","337544","337510",7
"337","337544","337411",8
"337","337663","337083",1
"337","337663","337544",2
"337","337663","337488",3
"337","337663","337510",4
"337","337663","337458",5
"337","337663","337914",6
"337","337663","337413",7
"337","337663","337411",8
"337","337914","337544",1
"337","337914","337083",2
"337","337914","337663",3
"337","337914","337510",4
"337","337914","337458",5
"337","337914","337488",6
"337","337914","337413",7
"337","337914","337411",8
"338","338165","338822",1
"338","338165","338730",2
"338","338165","338720",3
"338","338165","338552",4
"338","338165","338565",5
"338","338165","338935",6
"338","338165","338615",7
"338","338165","338843",8
"338","338565","338822",1
"338","338565","338730",2
"338","338565","338720",3
"338","338565","338552",4
"338","338565","338615",5
"338","338565","338935",6
"338","338565","338843",7
"338","338565","338165",8
"338","338615","338822",1
"338","338615","338730",2
"338","338615","338720",3
"338","338615","338552",4
"338","338615","338565",5
"338","338615","338165",6
"338","338615","338935",7
"338","338615","338843",8
"338","338720","338730",1
"338","338720","338552",2
"338","338720","338615",3
"338","338720","338935",4
"338","338720","338565",5
"338","338720","338165",6
"338","338720","338843",7
"338","338730","338822",1
"338","338730","338720",2
"338","338730","338552",3
"338","338730","338565",4
"338","338730","338935",5
"338","338730","338615",6
"338","338730","338165",7
"338","338730","338843",8
"338","338822","338730",1
"338","338822","338720",2
"338","338822","338552",3
"338","338822","338615",4
"338","338822","338565",5
"338","338822","338935",6
"338","338822","338843",7
"338","338822","338165",8
"338","338843","338730",1
"338","338843","338822",2
"338","338843","338720",3
"338","338843","338552",4
"338","338843","338565",5
"338","338843","338615",6
"338","338843","338935",7
"338","338843","338165",8
"338","338935","338730",1
"338","338935","338720",2
"338","338935","338552",3
"338","338935","338565",4
"338","338935","338615",5
"338","338935","338165",6
"338","338935","338843",7
"339","339030","339791",1
"339","339030","339287",2
"339","339030","339383",3
"339","339030","339471",4
"339","339030","339273",5
"339","339030","339393",6
"339","339030","339677",7
"339","339030","339519",8
"339","339273","339791",1
"339","339273","339383",2
"339","339273","339287",3
"339","339273","339471",4
"339","339273","339030",5
"339","339273","339393",6
"339","339273","339677",7
"339","339273","339519",8
"339","339383","339791",1
"339","339383","339030",2
"339","339383","339287",3
"339","339383","339471",4
"339","339383","339273",5
"339","339383","339393",6
"339","339383","339677",7
"339","339383","339519",8
"339","339393","339791",1
"339","339393","339030",2
"339","339393","339383",3
"339","339393","339471",4
"339","339393","339287",5
"339","339393","339273",6
"339","339393","339677",7
"339","339393","339519",8
"339","339471","339791",1
"339","339471","339030",2
"339","339471","339383",3
"339","339471","339287",4
"339","339471","339273",5
"339","339471","339677",6
"339","339471","339393",7
"339","339471","339519",8
"339","339519","339791",1
"339","339519","339030",2
"339","339519","339383",3
"339","339519","339677",4
"339","339519","339471",5
"339","339519","339273",6
"339","339519","339287",7
"339","339519","339393",8
"339","339677","339791",1
"339","339677","339030",2
"339","339677","339383",3
"339","339677","339287",4
"339","339677","339471",5
"339","339677","339273",6
"339","339677","339393",7
"339","339677","339519",8
"339","339791","339383",1
"339","339791","339030",2
"339","339791","339287",3
"339","339791","339273",4
"339","339791","339471",5
"339","339791","339393",6
"339","339791","339677",7
"339","339791","339519",8
"340","340036","340469",1
"340","340036","340833",2
"340","340036","340694",3
"340","340036","340233",4
"340","340036","340274",5
"340","340036","340047",6
"340","340036","340787",7
"340","340036","340392",8
"340","340047","340469",1
"340","340047","340833",2
"340","340047","340694",3
"340","340047","340570",4
"340","340047","340787",5
"340","340047","340233",6
"340","340047","340274",7
"340","340047","340392",8
"340","340233","340469",1
"340","340233","340694",2
"340","340233","340833",3
"340","340233","340570",4
"340","340233","340787",5
"340","340233","340274",6
"340","340233","340047",7
"340","340233","340392",8
"340","340469","340833",1
"340","340469","340233",2
"340","340469","340787",3
"340","340469","340694",4
"340","340469","340274",5
"340","340469","340047",6
"340","340469","340392",7
"340","340694","340469",1
"340","340694","340833",2
"340","340694","340047",3
"340","340694","340570",4
"340","340694","340274",5
"340","340694","340787",6
"340","340694","340233",7
"340","340694","340392",8
"340","340787","340469",1
"340","340787","340694",2
"340","340787","340047",3
"340","340787","340274",4
"340","340787","340570",5
"340","340787","340233",6
"340","340787","340833",7
"340","340787","340392",8
"340","340833","340694",1
"340","340833","340469",2
"340","340833","340787",3
"340","340833","340047",4
"340","340833","340233",5
"340","340833","340274",6
"340","340833","340570",7
"340","340833","340392",8
"341","341303","341557",1
"341","341303","341751",2
"341","341303","341922",3
"341","341303","341672",4
"341","341303","341840",5
"341","341303","341927",6
"341","341303","341439",7
"341","341303","341358",8
"341","341358","341557",1
"341","341358","341751",2
"341","341358","341922",3
"341","341358","341840",4
"341","341358","341927",5
"341","341358","341303",6
"341","341358","341672",7
"341","341358","341439",8
"341","341439","341922",1
"341","341439","341557",2
"341","341439","341840",3
"341","341439","341751",4
"341","341439","341672",5
"341","341439","341303",6
"341","341439","341927",7
"341","341439","341358",8
"341","341557","341922",1
"341","341557","341751",2
"341","341557","341927",3
"341","341557","341672",4
"341","341557","341303",5
"341","341557","341439",6
"341","341557","341840",7
"341","341557","341358",8
"341","341672","341557",1
"341","341672","341751",2
"341","341672","341922",3
"341","341672","341840",4
"341","341672","341303",5
"341","341672","341927",6
"341","341672","341358",7
"341","341672","341439",8
"341","341751","341557",1
"341","341751","341922",2
"341","341751","341840",3
"341","341751","341303",4
"341","341751","341672",5
"341","341751","341927",6
"341","341751","341439",7
"341","341751","341358",8
"341","341840","341557",1
"341","341840","341751",2
"341","341840","341672",3
"341","341840","341303",4
"341","341840","341922",5
"341","341840","341927",6
"341","341840","341439",7
"341","341840","341358",8
"341","341922","341557",1
"341","341922","341751",2
"341","341922","341672",3
"341","341922","341303",4
"341","341922","341840",5
"341","341922","341927",6
"341","341922","341439",7
"341","341922","341358",8
"342","342085","342759",1
"342","342085","342682",2
"342","342085","342331",3
"342","342085","342211",4
"342","342085","342583",5
"342","342085","342347",6
"342","342085","342428",7
"342","342085","342629",8
"342","342211","342331",1
"342","342211","342682",2
"342","342211","342085",3
"342","342211","342583",4
"342","342211","342759",5
"342","342211","342629",6
"342","342211","342428",7
"342","342211","342347",8
"342","342347","342682",1
"342","342347","342085",2
"342","342347","342211",3
"342","342347","342759",4
"342","342347","342583",5
"342","342347","342331",6
"342","342347","342629",7
"342","342347","342428",8
"342","342583","342759",1
"342","342583","342682",2
"342","342583","342331",3
"342","342583","342211",4
"342","342583","342085",5
"342","342583","342347",6
"342","342583","342428",7
"342","342583","342629",8
"342","342629","342428",1
"342","342629","342347",2
"342","342629","342211",3
"342","342629","342759",4
"342","342629","342331",5
"342","342629","342682",6
"342","342629","342583",7
"342","342629","342085",8
"342","342682","342331",1
"342","342682","342759",2
"342","342682","342211",3
"342","342682","342085",4
"342","342682","342583",5
"342","342682","342428",6
"342","342682","342629",7
"342","342682","342347",8
"342","342742","342211",1
"342","342742","342428",2
"342","342742","342347",3
"342","342759","342682",1
"342","342759","342085",2
"342","342759","342331",3
"342","342759","342583",4
"342","342759","342211",5
"342","342759","342428",6
"342","342759","342629",7
"342","342759","342347",8
"343","343327","343861",1
"343","343327","343514",2
"343","343327","343493",3
"343","343327","343366",4
"343","343327","343574",5
"343","343327","343095",6
"343","343327","343570",7
"343","343327","343767",8
"343","343366","343493",1
"343","343366","343514",2
"343","343366","343861",3
"343","343366","343327",4
"343","343366","343574",5
"343","343366","343570",6
"343","343366","343095",7
"343","343366","343767",8
"343","343493","343861",1
"343","343493","343327",2
"343","343493","343366",3
"343","343493","343514",4
"343","343493","343574",5
"343","343493","343570",6
"343","343493","343095",7
"343","343493","343767",8
"343","343514","343493",1
"343","343514","343861",2
"343","343514","343327",3
"343","343514","343366",4
"343","343514","343574",5
"343","343514","343570",6
"343","343514","343095",7
"343","343514","343767",8
"343","343570","343514",1
"343","343570","343861",2
"343","343570","343493",3
"343","343570","343366",4
"343","343570","343327",5
"343","343570","343574",6
"343","343570","343767",7
"343","343570","343095",8
"343","343574","343493",1
"343","343574","343861",2
"343","343574","343366",3
"343","343574","343327",4
"343","343574","343514",5
"343","343574","343095",6
"343","343574","343570",7
"343","343574","343767",8
"343","343767","343366",1
"343","343767","343493",2
"343","343767","343861",3
"343","343767","343327",4
"343","343767","343514",5
"343","343767","343574",6
"343","343767","343095",7
"343","343767","343570",8
"343","343861","343493",1
"343","343861","343514",2
"343","343861","343327",3
"343","343861","343366",4
"343","343861","343574",5
"343","343861","343570",6
"343","343861","343095",7
"343","343861","343767",8
"344","344039","344759",1
"344","344039","344543",2
"344","344039","344614",3
"344","344039","344464",4
"344","344039","344188",5
"344","344039","344567",6
"344","344039","344176",7
"344","344039","344064",8
"344","344176","344543",1
"344","344176","344464",2
"344","344176","344039",3
"344","344176","344759",4
"344","344176","344567",5
"344","344176","344614",6
"344","344176","344188",7
"344","344176","344064",8
"344","344188","344759",1
"344","344188","344543",2
"344","344188","344176",3
"344","344188","344464",4
"344","344188","344614",5
"344","344188","344567",6
"344","344188","344064",7
"344","344188","344039",8
"344","344464","344759",1
"344","344464","344176",2
"344","344464","344614",3
"344","344464","344543",4
"344","344464","344567",5
"344","344464","344064",6
"344","344464","344188",7
"344","344464","344039",8
"344","344543","344759",1
"344","344543","344039",2
"344","344543","344176",3
"344","344543","344464",4
"344","344543","344614",5
"344","344543","344188",6
"344","344543","344567",7
"344","344543","344064",8
"344","344567","344759",1
"344","344567","344543",2
"344","344567","344176",3
"344","344567","344614",4
"344","344567","344464",5
"344","344567","344188",6
"344","344567","344064",7
"344","344567","344039",8
"344","344614","344759",1
"344","344614","344543",2
"344","344614","344176",3
"344","344614","344567",4
"344","344614","344464",5
"344","344614","344188",6
"344","344614","344064",7
"344","344614","344039",8
"344","344759","344543",1
"344","344759","344176",2
"344","344759","344614",3
"344","344759","344464",4
"344","344759","344039",5
"344","344759","344188",6
"344","344759","344567",7
"344","344759","344064",8
"345","345237","345766",1
"345","345237","345582",2
"345","345237","345898",3
"345","345237","345253",4
"345","345237","345959",5
"345","345237","345880",6
"345","345237","345242",7
"345","345237","345697",8
"345","345242","345766",1
"345","345242","345582",2
"345","345242","345253",3
"345","345242","345237",4
"345","345242","345880",5
"345","345242","345959",6
"345","345242","345898",7
"345","345242","345697",8
"345","345253","345959",1
"345","345253","345582",2
"345","345253","345237",3
"345","345253","345766",4
"345","345253","345880",5
"345","345253","345898",6
"345","345253","345242",7
"345","345253","345697",8
"345","345582","345766",1
"345","345582","345253",2
"345","345582","345959",3
"345","345582","345237",4
"345","345582","345880",5
"345","345582","345898",6
"345","345582","345242",7
"345","345582","345697",8
"345","345697","345253",1
"345","345697","345766",2
"345","345697","345582",3
"345","345697","345237",4
"345","345697","345959",5
"345","345697","345880",6
"345","345697","345242",7
"345","345697","345898",8
"345","345766","345253",1
"345","345766","345582",2
"345","345766","345959",3
"345","345766","345242",4
"345","345766","345237",5
"345","345766","345880",6
"345","345766","345898",7
"345","345766","345697",8
"345","345898","345582",1
"345","345898","345959",2
"345","345898","345766",3
"345","345898","345253",4
"345","345898","345237",5
"345","345898","345880",6
"345","345898","345242",7
"345","345898","345697",8
"345","345959","345253",1
"345","345959","345766",2
"345","345959","345582",3
"345","345959","345237",4
"345","345959","345898",5
"345","345959","345880",6
"345","345959","345242",7
"345","345959","345697",8
"346","346076","346430",1
"346","346076","346895",2
"346","346076","346526",3
"346","346076","346807",4
"346","346076","346767",5
"346","346076","346528",6
"346","346076","346961",7
"346","346076","346632",8
"346","346430","346526",1
"346","346430","346895",2
"346","346430","346076",3
"346","346430","346767",4
"346","346430","346528",5
"346","346430","346807",6
"346","346430","346961",7
"346","346430","346632",8
"346","346528","346526",1
"346","346528","346895",2
"346","346528","346767",3
"346","346528","346430",4
"346","346528","346961",5
"346","346528","346807",6
"346","346528","346076",7
"346","346528","346632",8
"346","346632","346526",1
"346","346632","346895",2
"346","346632","346430",3
"346","346632","346767",4
"346","346632","346807",5
"346","346632","346528",6
"346","346632","346076",7
"346","346632","346961",8
"346","346767","346895",1
"346","346767","346526",2
"346","346767","346430",3
"346","346767","346076",4
"346","346767","346807",5
"346","346767","346632",6
"346","346767","346528",7
"346","346767","346961",8
"346","346807","346430",1
"346","346807","346526",2
"346","346807","346895",3
"346","346807","346767",4
"346","346807","346076",5
"346","346807","346528",6
"346","346807","346632",7
"346","346807","346961",8
"346","346895","346526",1
"346","346895","346430",2
"346","346895","346076",3
"346","346895","346528",4
"346","346895","346767",5
"346","346895","346961",6
"346","346895","346807",7
"346","346895","346632",8
"346","346961","346895",1
"346","346961","346076",2
"346","346961","346430",3
"346","346961","346632",4
"346","346961","346807",5
"346","346961","346528",6
"346","346961","346526",7
"346","346961","346767",8
"347","347046","347630",1
"347","347046","347399",2
"347","347046","347385",3
"347","347046","347241",4
"347","347046","347471",5
"347","347046","347105",6
"347","347046","347161",7
"347","347105","347553",1
"347","347105","347399",2
"347","347105","347630",3
"347","347105","347241",4
"347","347105","347385",5
"347","347105","347471",6
"347","347105","347046",7
"347","347105","347161",8
"347","347161","347553",1
"347","347161","347630",2
"347","347161","347046",3
"347","347161","347471",4
"347","347161","347399",5
"347","347161","347385",6
"347","347161","347241",7
"347","347161","347105",8
"347","347385","347630",1
"347","347385","347241",2
"347","347385","347399",3
"347","347385","347553",4
"347","347385","347471",5
"347","347385","347046",6
"347","347385","347105",7
"347","347385","347161",8
"347","347399","347630",1
"347","347399","347553",2
"347","347399","347241",3
"347","347399","347385",4
"347","347399","347471",5
"347","347399","347046",6
"347","347399","347105",7
"347","347399","347161",8
"347","347471","347630",1
"347","347471","347046",2
"347","347471","347241",3
"347","347471","347385",4
"347","347471","347399",5
"347","347471","347105",6
"347","347471","347161",7
"347","347502","347399",1
"347","347502","347630",2
"347","347502","347241",3
"347","347502","347385",4
"347","347502","347471",5
"347","347502","347046",6
"347","347502","347105",7
"347","347502","347161",8
"347","347630","347399",1
"347","347630","347471",2
"347","347630","347046",3
"347","347630","347385",4
"347","347630","347241",5
"347","347630","347105",6
"347","347630","347161",7
"348","348123","348722",1
"348","348123","348593",2
"348","348123","348408",3
"348","348123","348768",4
"348","348123","348894",5
"348","348123","348970",6
"348","348123","348431",7
"348","348123","348852",8
"348","348408","348722",1
"348","348408","348593",2
"348","348408","348768",3
"348","348408","348894",4
"348","348408","348431",5
"348","348408","348123",6
"348","348408","348970",7
"348","348408","348852",8
"348","348431","348722",1
"348","348431","348593",2
"348","348431","348408",3
"348","348431","348894",4
"348","348431","348768",5
"348","348431","348123",6
"348","348431","348970",7
"348","348431","348852",8
"348","348593","348722",1
"348","348593","348408",2
"348","348593","348894",3
"348","348593","348768",4
"348","348593","348123",5
"348","348593","348970",6
"348","348593","348431",7
"348","348593","348852",8
"348","348722","348408",1
"348","348722","348593",2
"348","348722","348894",3
"348","348722","348768",4
"348","348722","348123",5
"348","348722","348970",6
"348","348722","348852",7
"348","348722","348431",8
"348","348768","348722",1
"348","348768","348593",2
"348","348768","348408",3
"348","348768","348894",4
"348","348768","348123",5
"348","348768","348970",6
"348","348768","348431",7
"348","348768","348852",8
"348","348852","348722",1
"348","348852","348894",2
"348","348852","348123",3
"348","348852","348408",4
"348","348852","348593",5
"348","348852","348768",6
"348","348852","348970",7
"348","348852","348431",8
"348","348894","348722",1
"348","348894","348593",2
"348","348894","348408",3
"348","348894","348768",4
"348","348894","348123",5
"348","348894","348970",6
"348","348894","348431",7
"348","348894","348852",8
"349","349015","349099",1
"349","349015","349241",2
"349","349015","349699",3
"349","349015","349031",4
"349","349015","349297",5
"349","349015","349078",6
"349","349015","349906",7
"349","349015","349240",8
"349","349031","349099",1
"349","349031","349699",2
"349","349031","349297",3
"349","349031","349078",4
"349","349031","349015",5
"349","349031","349906",6
"349","349031","349240",7
"349","349078","349099",1
"349","349078","349699",2
"349","349078","349297",3
"349","349078","349031",4
"349","349078","349015",5
"349","349078","349906",6
"349","349078","349240",7
"349","349099","349241",1
"349","349099","349031",2
"349","349099","349699",3
"349","349099","349078",4
"349","349099","349297",5
"349","349099","349015",6
"349","349099","349906",7
"349","349099","349240",8
"349","349297","349099",1
"349","349297","349699",2
"349","349297","349031",3
"349","349297","349078",4
"349","349297","349015",5
"349","349297","349906",6
"349","349297","349240",7
"349","349699","349099",1
"349","349699","349297",2
"349","349699","349031",3
"349","349699","349078",4
"349","349699","349015",5
"349","349699","349906",6
"349","349699","349240",7
"349","349825","349099",1
"349","349825","349031",2
"349","349825","349699",3
"349","349825","349078",4
"349","349825","349297",5
"349","349825","349015",6
"349","349825","349906",7
"349","349825","349240",8
"349","349906","349241",1
"349","349906","349099",2
"349","349906","349699",3
"349","349906","349031",4
"349","349906","349297",5
"349","349906","349078",6
"349","349906","349015",7
"349","349906","349240",8
"350","350269","350705",1
"350","350269","350992",2
"350","350269","350728",3
"350","350269","350357",4
"350","350269","350292",5
"350","350269","350932",6
"350","350269","350967",7
"350","350269","350846",8
"350","350292","350705",1
"350","350292","350992",2
"350","350292","350357",3
"350","350292","350728",4
"350","350292","350269",5
"350","350292","350932",6
"350","350292","350967",7
"350","350292","350846",8
"350","350357","350705",1
"350","350357","350992",2
"350","350357","350292",3
"350","350357","350269",4
"350","350357","350728",5
"350","350357","350932",6
"350","350357","350967",7
"350","350357","350846",8
"350","350705","350357",1
"350","350705","350269",2
"350","350705","350728",3
"350","350705","350992",4
"350","350705","350292",5
"350","350705","350932",6
"350","350705","350967",7
"350","350705","350846",8
"350","350728","350705",1
"350","350728","350992",2
"350","350728","350357",3
"350","350728","350269",4
"350","350728","350292",5
"350","350728","350932",6
"350","350728","350967",7
"350","350728","350846",8
"350","350846","350992",1
"350","350846","350357",2
"350","350846","350705",3
"350","350846","350728",4
"350","350846","350292",5
"350","350846","350932",6
"350","350846","350269",7
"350","350846","350967",8
"350","350967","350705",1
"350","350967","350728",2
"350","350967","350992",3
"350","350967","350357",4
"350","350967","350269",5
"350","350967","350292",6
"350","350967","350932",7
"350","350967","350846",8
"350","350992","350705",1
"350","350992","350357",2
"350","350992","350728",3
"350","350992","350292",4
"350","350992","350932",5
"350","350992","350269",6
"350","350992","350846",7
"350","350992","350967",8
"351","351121","351231",1
"351","351121","351401",2
"351","351121","351971",3
"351","351121","351821",4
"351","351121","351830",5
"351","351121","351519",6
"351","351121","351637",7
"351","351121","351256",8
"351","351231","351971",1
"351","351231","351401",2
"351","351231","351830",3
"351","351231","351121",4
"351","351231","351821",5
"351","351231","351256",6
"351","351231","351519",7
"351","351231","351637",8
"351","351256","351231",1
"351","351256","351121",2
"351","351256","351401",3
"351","351256","351821",4
"351","351256","351971",5
"351","351256","351830",6
"351","351256","351519",7
"351","351256","351637",8
"351","351401","351231",1
"351","351401","351121",2
"351","351401","351971",3
"351","351401","351821",4
"351","351401","351830",5
"351","351401","351256",6
"351","351401","351637",7
"351","351401","351519",8
"351","351637","351231",1
"351","351637","351401",2
"351","351637","351830",3
"351","351637","351821",4
"351","351637","351971",5
"351","351637","351121",6
"351","351637","351519",7
"351","351637","351256",8
"351","351821","351231",1
"351","351821","351401",2
"351","351821","351121",3
"351","351821","351830",4
"351","351821","351971",5
"351","351821","351256",6
"351","351821","351519",7
"351","351821","351637",8
"351","351830","351231",1
"351","351830","351971",2
"351","351830","351401",3
"351","351830","351821",4
"351","351830","351121",5
"351","351830","351637",6
"351","351830","351519",7
"351","351830","351256",8
"351","351971","351231",1
"351","351971","351401",2
"351","351971","351121",3
"351","351971","351821",4
"351","351971","351830",5
"351","351971","351519",6
"351","351971","351637",7
"351","351971","351256",8
"352","352022","352531",1
"352","352022","352272",2
"352","352022","352065",3
"352","352022","352106",4
"352","352022","352406",5
"352","352022","352604",6
"352","352022","352573",7
"352","352022","352851",8
"352","352065","352272",1
"352","352065","352022",2
"352","352065","352406",3
"352","352065","352573",4
"352","352065","352604",5
"352","352065","352531",6
"352","352065","352106",7
"352","352065","352851",8
"352","352106","352272",1
"352","352106","352022",2
"352","352106","352604",3
"352","352106","352573",4
"352","352106","352851",5
"352","352106","352531",6
"352","352106","352065",7
"352","352106","352406",8
"352","352272","352022",1
"352","352272","352604",2
"352","352272","352573",3
"352","352272","352851",4
"352","352272","352065",5
"352","352272","352531",6
"352","352272","352106",7
"352","352272","352406",8
"352","352406","352272",1
"352","352406","352022",2
"352","352406","352531",3
"352","352406","352604",4
"352","352406","352065",5
"352","352406","352573",6
"352","352406","352106",7
"352","352406","352851",8
"352","352531","352022",1
"352","352531","352272",2
"352","352531","352065",3
"352","352531","352406",4
"352","352531","352106",5
"352","352531","352604",6
"352","352531","352573",7
"352","352531","352851",8
"352","352604","352531",1
"352","352604","352022",2
"352","352604","352065",3
"352","352604","352573",4
"352","352604","352851",5
"352","352604","352106",6
"352","352604","352272",7
"352","352604","352406",8
"352","352851","352022",1
"352","352851","352272",2
"352","352851","352531",3
"352","352851","352573",4
"352","352851","352406",5
"352","352851","352065",6
"352","352851","352604",7
"352","352851","352106",8
"353","353001","353510",1
"353","353001","353831",2
"353","353001","353347",3
"353","353001","353411",4
"353","353001","353793",5
"353","353001","353309",6
"353","353001","353619",7
"353","353001","353780",8
"353","353309","353510",1
"353","353309","353347",2
"353","353309","353831",3
"353","353309","353793",4
"353","353309","353411",5
"353","353309","353619",6
"353","353309","353001",7
"353","353309","353780",8
"353","353347","353510",1
"353","353347","353831",2
"353","353347","353309",3
"353","353347","353411",4
"353","353347","353793",5
"353","353347","353619",6
"353","353347","353001",7
"353","353347","353780",8
"353","353411","353510",1
"353","353411","353347",2
"353","353411","353831",3
"353","353411","353309",4
"353","353411","353793",5
"353","353411","353001",6
"353","353411","353619",7
"353","353411","353780",8
"353","353510","353831",1
"353","353510","353347",2
"353","353510","353793",3
"353","353510","353411",4
"353","353510","353309",5
"353","353510","353001",6
"353","353510","353619",7
"353","353510","353780",8
"353","353780","353510",1
"353","353780","353347",2
"353","353780","353831",3
"353","353780","353309",4
"353","353780","353411",5
"353","353780","353793",6
"353","353780","353001",7
"353","353780","353619",8
"353","353793","353510",1
"353","353793","353347",2
"353","353793","353831",3
"353","353793","353309",4
"353","353793","353411",5
"353","353793","353001",6
"353","353793","353619",7
"353","353793","353780",8
"353","353831","353510",1
"353","353831","353347",2
"353","353831","353411",3
"353","353831","353793",4
"353","353831","353309",5
"353","353831","353001",6
"353","353831","353619",7
"353","353831","353780",8
"354","354027","354112",1
"354","354027","354509",2
"354","354027","354929",3
"354","354027","354076",4
"354","354027","354142",5
"354","354027","354720",6
"354","354027","354576",7
"354","354027","354552",8
"354","354076","354509",1
"354","354076","354112",2
"354","354076","354720",3
"354","354076","354027",4
"354","354076","354552",5
"354","354076","354142",6
"354","354076","354929",7
"354","354076","354576",8
"354","354112","354027",1
"354","354112","354929",2
"354","354112","354509",3
"354","354112","354076",4
"354","354112","354720",5
"354","354112","354142",6
"354","354112","354576",7
"354","354112","354552",8
"354","354142","354112",1
"354","354142","354027",2
"354","354142","354509",3
"354","354142","354720",4
"354","354142","354929",5
"354","354142","354076",6
"354","354142","354576",7
"354","354142","354552",8
"354","354509","354076",1
"354","354509","354112",2
"354","354509","354027",3
"354","354509","354720",4
"354","354509","354929",5
"354","354509","354552",6
"354","354509","354142",7
"354","354509","354576",8
"354","354576","354112",1
"354","354576","354027",2
"354","354576","354509",3
"354","354576","354929",4
"354","354576","354076",5
"354","354576","354720",6
"354","354576","354142",7
"354","354576","354552",8
"354","354720","354027",1
"354","354720","354509",2
"354","354720","354112",3
"354","354720","354076",4
"354","354720","354142",5
"354","354720","354929",6
"354","354720","354576",7
"354","354720","354552",8
"354","354929","354112",1
"354","354929","354027",2
"354","354929","354509",3
"354","354929","354076",4
"354","354929","354142",5
"354","354929","354720",6
"354","354929","354576",7
"354","354929","354552",8
"355","355156","355425",1
"355","355156","355899",2
"355","355156","355489",3
"355","355156","355697",4
"355","355156","355809",5
"355","355156","355497",6
"355","355156","355965",7
"355","355156","355377",8
"355","355377","355425",1
"355","355377","355899",2
"355","355377","355697",3
"355","355377","355489",4
"355","355377","355497",5
"355","355377","355809",6
"355","355377","355965",7
"355","355377","355156",8
"355","355425","355489",1
"355","355425","355899",2
"355","355425","355156",3
"355","355425","355809",4
"355","355425","355497",5
"355","355425","355697",6
"355","355425","355377",7
"355","355425","355965",8
"355","355489","355425",1
"355","355489","355497",2
"355","355489","355899",3
"355","355489","355697",4
"355","355489","355809",5
"355","355489","355156",6
"355","355489","355377",7
"355","355489","355965",8
"355","355497","355425",1
"355","355497","355899",2
"355","355497","355489",3
"355","355497","355697",4
"355","355497","355809",5
"355","355497","355965",6
"355","355497","355377",7
"355","355497","355156",8
"355","355697","355425",1
"355","355697","355489",2
"355","355697","355899",3
"355","355697","355809",4
"355","355697","355497",5
"355","355697","355965",6
"355","355697","355156",7
"355","355697","355377",8
"355","355809","355425",1
"355","355809","355489",2
"355","355809","355899",3
"355","355809","355497",4
"355","355809","355697",5
"355","355809","355965",6
