"","parameter","rep","CB_DU","CB","P1"
"377","connected",9,-0.258186639106735,-0.245801495980879,-0.0890780763967335
"378","hhmale",9,-0.478837809123141,-0.402682562468506,-0.292248760151536
"379","hhmarried",9,1.04256979757971,0.945693930602933,1.46809465057403
"380","hheduc2",9,0.279483024472913,0.191088489736046,0.355615876921231
"381","hheduc3",9,0.0905554339072551,-0.110021120724501,0.58522568756888
"382","hheduc4",9,0.576657209259888,0.416429121528564,1.00865711107176
"383","higheduc2",9,-0.233814861657401,-0.0211511292303951,-0.430657190952822
"384","higheduc3",9,-0.0170694046809704,0.27095596952909,-0.782793300166785
"385","higheduc4",9,0.095939173747873,0.45443835116996,-0.943303287991488
"386","tfloor",9,0.47729154012689,0.352709406881934,0.88266496961621
"387","twall",9,0.113535131027818,0.11652691247912,0.140072072026927
"388","toilet",9,0.74587670142392,0.711909141815118,1.02607155522676
"389","water",9,0.0241193560008089,-0.0634736547118314,0.0669864288277059
"390","lighting",9,0.227889005107906,0.183923592707705,0.0493018787547848
"391","troof",9,0.0081709783082547,-0.131482272581726,-0.360877958850697
"392","fcook",9,0.254040309706975,0.201954134672959,0.308741518248538
"393","house",9,0.75821048841091,0.682809467810933,0.605991095831037
"394","computer",9,1.00777882243027,1.12966221603924,0.622056506612953
"395","radio",9,0.232061209753246,0.22735712130775,0.0467419122570104
"396","tv",9,0.466566518677052,0.425198718996259,0.55967468184069
"397","dvd",9,0.103332863291531,0.105942245292158,-0.0647865444465696
"398","satellite",9,-0.197426746434107,-0.208617688042293,0.0908443810095548
"399","ac",9,-0.290533121485581,0.0709360887978236,-0.568765164765075
"400","gas",9,0.356075710215752,0.369386955601777,0.197904961839728
