"","EER","rep","CBT_ncomm","subsample"
"1",0.356442480320398,1,10,"Elite"
"2",0.326909935766024,1,25,"Elite"
"3",0.274089935760171,1,75,"Elite"
"4",0.273916598528209,1,100,"Elite"
