"","parameter","rep","CBT_ncomm","Hybrid_mu_beta_mean_noelite","Hybrid_beta_rank_mean_noelite","Hybrid_beta_micro_mean_noelite","Hybrid_mu_beta_mean","Hybrid_beta_rank_mean","Hybrid_beta_micro_mean","CB_beta_rank_mean_noelite","CB_beta_rank_mean","PMT_beta"
"1660","depratio",7,50,-0.100737861292374,-0.0286191484264867,-0.188165962170338,-0.0824511684284218,-0.00044854683167633,-0.187478800378902,0.0185552448509093,0.0451324981064012,-0.133256008204719
"1661","pcfloor",7,50,0.235523925346349,0.232286527711109,0.256564761172979,0.240898569437216,0.246698952287532,0.258601329849261,0.403805247459742,0.412614274341068,0.287270853139148
"1662","eschild",7,50,0.134200727410511,0.256051791142305,0.0298796774096898,0.139898355670457,0.251557550758389,0.0311470167401772,0.379505634958029,0.39381170176737,-0.0298126424851681
"1663","jschild",7,50,0.0407324841367191,0.00305427127437691,0.0813245743502012,0.0366794115140565,-0.00267146416349206,0.0817179248977885,-0.0339262687197698,-0.0455296996958789,0.110797122919123
"1664","sschild",7,50,0.10883117591808,0.134822088334755,0.0780156042301331,0.108750875690104,0.141938579381614,0.0784121574489624,0.241095965639338,0.255389264993705,-0.00493007992373167
"1665","connected",7,50,0.000365130053302915,-0.00572459928880871,0.00877357389068768,0,0,0,-0.0570094400108184,0,0
"1666","hhmale",7,50,-0.0481808612928687,-0.0398221531626725,-0.0602978444588416,-0.0371321787547821,-0.0180853945862194,-0.0603284817787113,-0.548291036109529,-0.481526940314935,-0.274603170089836
"1667","hhmarried",7,50,0.162233494339132,0.386023996803725,-0.0558301407597234,0.186039171007939,0.441534131287818,-0.0567649761406797,1.07128227038636,1.0251898679013,0.0585336180599159
"1668","hheduc2",7,50,0.155675750114618,0.201405260798743,0.132254627806432,0.170070401507605,0.22066411073594,0.133525030151472,0.317198856366763,0.298851247337097,0.0732981317245239
"1669","hheduc3",7,50,0.127964303715247,0.133743262735454,0.13695853959538,0.152838282174962,0.174793939069445,0.136990025561615,0.304466726399946,0.257080745322928,0.0992283880294525
"1670","hheduc4",7,50,0.108229610422351,0.0723908451491175,0.154816471044514,0.108965306149091,0.0694893326377905,0.150859736899251,-0.0361362849559096,-0.0659622760902318,0.144740808502757
"1671","higheduc2",7,50,-0.0728951815506605,-0.120656560539829,-0.0251692582433749,-0.0379882230054513,-0.0590023343405649,-0.0149747620818752,-0.241816116381141,-0.145035023543035,-0.156585323610151
"1672","higheduc3",7,50,-0.075835444871501,-0.058406090715714,-0.0869016149877023,-0.0301034533325623,0.0162168696057596,-0.0766276897454648,-0.0530955791186036,0.0324083091150788,-0.280838185207046
"1673","higheduc4",7,50,0.0684080033935617,0.170900133093539,-0.0179562227403999,0.125012469405679,0.269637785144789,-0.00616328022054387,0.365030952988368,0.449383044271451,-0.358249971483088
"1674","tfloor",7,50,0.208061281085837,0.364423995814977,0.0443723693180692,0.266896237702807,0.497618593799419,0.0491284564069753,0.763651570781782,0.855773919644946,-0.0465428334741736
