"","parameter","rep","CBT_ncomm","Hybrid_mu_beta_mean_noelite","Hybrid_beta_rank_mean_noelite","Hybrid_beta_micro_mean_noelite","Hybrid_mu_beta_mean","Hybrid_beta_rank_mean","Hybrid_beta_micro_mean","CB_beta_rank_mean_noelite","CB_beta_rank_mean","PMT_beta"
"2845","chicken",2,100,0.0169229379746468,-0.0220990131942542,0.0575355405971129,0.0372232398933948,-0.00364319543379059,0.0611934916508265,-0.0538208467149057,-0.0571817048069365,0.0378370735473142
"2846","cow",2,100,0.160613920659921,0.384749947214995,-0.0451897616020027,0.147373220212838,0.37366154833624,-0.049627174648914,0.513206242958132,0.533430030942669,-0.0488437167905564
"2847","credit",2,100,0.0153774394321271,0.000727760533820423,0.0246235402190864,0.00702839519734904,-0.0141891309711239,0.0248328322109894,0.0034718506796388,4.42833474544381e-05,0.0579312930797884
"2848","hhsector1",2,100,0.11721730956269,0.182465551470336,0.0600348612821343,0.14108775569246,0.214141154912794,0.0661266467218939,0.770049761073743,0.781220759316659,0.563392171361458
"2849","hhsector2",2,100,0.0257841148705466,0.0460411727351299,-0.00274595014539048,0.0438478261549653,0.0843974653075764,0.00135175380731262,0.658409324150728,0.687471431479879,0.51033776844981
"2850","hhsector3",2,100,0.12369222686767,0.170027740250759,0.0867105134443932,0.133973889911432,0.202069851212019,0.0896785001650166,0.798139036069667,0.831963987562095,0.660172439177375
"2851","formal",2,100,0.121536350589871,0.154751545910032,0.0943596031719922,0.13479749058016,0.19096151755603,0.0974211065246941,-0.460757311506841,-0.418638163743511,-0.547449339207556
"2852","informal",2,100,-0.0156122821516851,0.0104732827273913,-0.0350074057501518,0.0247154959150541,0.070676120696545,-0.0311650377009968,-0.599218637248041,-0.570992863344745,-0.552142006614153
"2853","hhsize",3,100,-0.457765957265723,-0.306897341647823,-0.634317297040612,-0.443488938559161,-0.271851824629386,-0.633516520898523,-0.314407883162333,-0.317499646628965,-0.553743676895741
"2854","hhage",3,100,0.201602106732696,0.409149652039629,0.0141422837645567,0.204605439891646,0.388639444467711,0.0154619307747932,0.437515090098616,0.471412143862532,0.0373054865078646
"2855","age04",3,100,0.0132260013444385,-0.0145902188663867,0.0255704425280258,-0.00503389709790548,-0.0400481177307383,0.0255594510222685,-0.0474761775182376,-0.0443052007726155,-0.0803998683941588
"2856","depratio",3,100,-0.121248252247498,-0.0600903423390119,-0.190214136611634,-0.120470430097315,-0.0588879210573968,-0.187705051968155,-0.0248363276262849,-0.0115496971245374,-0.119368338327912
"2857","pcfloor",3,100,0.25622254157928,0.277293435261367,0.259688873725127,0.269024435807562,0.285870679071687,0.260031980829008,0.311891560094385,0.308539477087732,0.332425487758006
"2858","eschild",3,100,0.0993448641246627,0.171976856375617,0.0305577855844491,0.095438124765925,0.173203144601955,0.0304370037817554,0.176828307299914,0.158230350733552,-0.00242688548854749
"2859","jschild",3,100,0.0594079706923543,0.0347147952269577,0.0831043862929614,0.0510533433673306,0.0286299442914811,0.0810386856688725,0.0167987101191641,0.0162018326969515,-0.0621217896225761
"2860","sschild",3,100,0.103146153020011,0.139749987777582,0.0803140538652417,0.114145275484091,0.149487695901023,0.0781362794146039,0.14559633729395,0.153142218284224,0.0906775228138431
"2861","connected",3,100,0.0793232927310024,0.135916090930654,0.0118185053411979,0,0,0,0.126505653455956,0,0
"2862","hhmale",3,100,0.171047214581473,0.400757385541442,-0.0461821959114135,0.160588527436086,0.374115777728742,-0.0448922333913025,0.377580099408639,0.371495270117314,-0.0195615083309365
"2863","hhmarried",3,100,0.20581960100192,0.49740331191434,-0.0670786547409101,0.21013551254572,0.486619263215144,-0.0652545722832792,0.629426248870037,0.657065753379521,0.0122030995060922
"2864","hheduc2",3,100,0.119162570316159,0.122442527492164,0.130638680521022,0.123796746168789,0.128909340213483,0.131244903179791,0.105966120806731,0.120897996700711,0.0213521578003927
"2865","hheduc3",3,100,0.0969557211989057,0.0551900563950277,0.13740182172626,0.0851707913241133,0.0455625336491365,0.136303197345572,0.00632148464708628,0.0149557202367735,0.0994442698292977
"2866","hheduc4",3,100,0.19128704723545,0.239401238761356,0.157920799999524,0.201688098776899,0.254764803513127,0.156877816221236,0.203229904733017,0.211842381790404,0.123146427547826
"2867","higheduc2",3,100,-0.0145282947335324,-0.025421603562704,-0.0138145128195591,-0.0337849256466468,-0.0656584986227601,-0.0168395523009654,0.018467479969326,0.0982452323837551,-0.0440468988081446
"2868","higheduc3",3,100,-0.0499051386426526,-0.00571162520720535,-0.079243601766717,-0.064664411965521,-0.0442703000112857,-0.0810347731959503,0.0567166710995952,0.145294672575432,-0.0193118374388198
"2869","higheduc4",3,100,0.0709297398353827,0.165059160819457,-0.0131765935021147,0.0531837708223266,0.119741503925326,-0.0118746746847685,0.211812909572953,0.306730376527827,0.0682952036841085
"2870","tfloor",3,100,0.103480859050813,0.170316185025917,0.0350483297338949,0.101985804141522,0.156468522466012,0.0381518726379521,0.136374975232798,0.178759100653298,-0.0596746042375896
"2871","twall",3,100,0.173830204599825,0.242060595948115,0.115237485412617,0.167640883470079,0.234813155466499,0.114465402175201,0.22226727194096,0.252727055838586,0.0777569388114022
"2872","toilet",3,100,0.123495754263229,0.195348062225363,0.0502227443731205,0.111836132274723,0.190866209710295,0.0485999975086797,0.205704618397174,0.191682467573782,0.039500806893123
"2873","water",3,100,0.0386146617964102,0.213526238812505,-0.13315964167824,0.00907951216452668,0.148877165168393,-0.135291220101165,0.255251520741067,0.278235667678844,0.0872497327915613
"2874","lighting",3,100,0.285848589579689,0.469256178462298,0.12246432767763,0.274857879180963,0.451138484575063,0.121305963853568,0.50303465704206,0.503460706516656,0.0548145288004636
"2875","troof",3,100,-0.0504160375555315,0.0279603303689606,-0.131599484201864,-0.0876274560559848,-0.04944397509802,-0.131186658100887,0.0853386212928493,0.0814018533947642,-0.257294753184499
"2876","fcook",3,100,0.217698408036931,0.232480735499974,0.209643726456921,0.217431763134622,0.226680540801765,0.210091874577839,0.187914870386162,0.222136098167192,0.116536609650155
"2877","house",3,100,0.145441141879597,0.227029752001043,0.0496912917750701,0.135271015420964,0.219006629494882,0.0503888378928909,0.235689656467319,0.227858284412139,0.0214409785130041
"2878","computer",3,100,0.594612314710316,0.71189363238648,0.520790338018184,0.592140515778454,0.710192281300216,0.519939988732512,0.831568430273423,0.830290588541856,0.321331585733297
"2879","radio",3,100,-0.00134813516960585,-0.0548031484234103,0.0461961593273704,0.00350190122152751,-0.0523948225554414,0.0470868608673876,-0.0700120702493122,-0.0637897394163917,-0.0216566417648315
"2880","tv",3,100,0.0482191629413236,0.157185112379945,-0.0664773503931377,0.0256518528355133,0.123482977244503,-0.0654949225195532,0.206882315037266,0.218154220794063,-0.107071185149983
"2881","dvd",3,100,0.174110798585574,0.237495066188572,0.12472237276132,0.174560637291087,0.236940828814056,0.127378230419789,0.226688434812531,0.233090794953297,0.176500204669515
"2882","satellite",3,100,-0.0787734073953911,-0.276865463024511,0.138893076351061,-0.0579911788242346,-0.24883209255857,0.140303782906102,-0.433790683020693,-0.485039282198144,0.064915435765566
"2883","ac",3,100,0.463340640775263,0.549877884063669,0.415961550425902,0.474252058284386,0.555537098113057,0.419070168605563,1.02905112036578,1.06524608399063,0.716271995638223
"2884","gas",3,100,0.313629082333093,0.430229137235184,0.209459663640964,0.314911865743937,0.429059923686156,0.209575927682275,0.486111472734032,0.495561580313368,0.259628951072108
"2885","refrigerator",3,100,0.297413184750942,0.400985143331649,0.204026210266872,0.288250396337211,0.393745423343949,0.203565672666632,0.391073493691528,0.386229788598013,0.114664133634728
"2886","bicycle",3,100,0.0451789480060266,0.088526338770207,0.00349721618533572,0.0336965729599202,0.0621179967244214,0.00312261419396303,0.07458845756346,0.101312043286864,-0.129109229517979
"2887","motorcycle",3,100,0.294841828592568,0.400214831859617,0.202331320246051,0.30137455589557,0.412670429070121,0.204748592222707,0.422570407551983,0.421755539407746,0.245770407641101
"2888","auto",3,100,0.665850198828654,0.860560613674255,0.507994956172257,0.654702195240359,0.844071717108072,0.506592011410536,1.01995021620835,1.02396765240617,0.45878446650353
"2889","hp",3,100,0.161415443354918,0.156574710658474,0.178546225630107,0.157902947151407,0.154147080488142,0.177398491236412,0.142695279148983,0.14859435267518,0.346060402963542
"2890","jewelry",3,100,0.0520649227030267,0.0660500648268863,0.0469191339368047,0.0634805742595723,0.0836535495250563,0.0478843634303921,0.0590633578070898,0.0628387654277676,0.0931364490667604
"2891","chicken",3,100,0.0391840043874549,0.0155750838418777,0.0600696175259004,0.0363796101238396,0.0162565875593765,0.0601263161926291,0.000617576789763773,-0.00450554494128083,-0.0576122975749067
"2892","cow",3,100,0.180981152059336,0.414726502744566,-0.0411157480826265,0.165860373979464,0.388686004531561,-0.0432061030746903,0.57585512175787,0.568251713398019,-0.0928826887584185
"2893","credit",3,100,-0.0624230459717438,-0.139379472837243,0.020046525584398,-0.0424643637912266,-0.124913467549526,0.0241652790557355,-0.195235745184878,-0.157114820627083,0.0862018511700475
"2894","hhsector1",3,100,-0.0494092309832988,-0.0129093042567222,-0.0839230011589532,-0.0387278064556586,-0.0103202063549372,-0.067855806269759,-0.489031524171143,-0.441774021832165,0.244350057828268
"2895","hhsector2",3,100,-0.133366402909872,-0.117426672450439,-0.149597676576733,-0.119350411218129,-0.115926244745129,-0.131345412349212,-0.557778710029492,-0.536197904215488,0.127784681084277
"2896","hhsector3",3,100,0.0647657043935244,0.182811111902195,-0.0575162580937903,0.0610189588459619,0.158336510570351,-0.0433046318290414,-0.248973836867893,-0.211347205657591,0.237831595503128
"2897","formal",3,100,0.374690179494597,0.502251555436004,0.270680088135379,0.333282913683801,0.437236620206277,0.254606988071767,1.20528970413078,1.20240459144053,-0.106355104617812
"2898","informal",3,100,0.273301817969976,0.418315102794636,0.141119701127899,0.227744025170165,0.33978920511355,0.124823520888146,1.12028730832106,1.09999575746632,-0.193322433466663
"2899","hhsize",4,100,-0.48982545968589,-0.376818307908349,-0.634986105143398,-0.494760880048921,-0.381708234981458,-0.636237898388943,-0.373179328565862,-0.39892822461067,-0.595830804718375
"2900","hhage",4,100,0.0813658834902108,0.152322236491976,0.00709946584379677,0.0814716078184465,0.161438128780775,0.00840977138073204,0.162420252267002,0.161022139382418,0.0118942448594855
"2901","age04",4,100,0.0764663690946796,0.146716387548571,0.0193852441724514,0.0795937038613353,0.147823100661048,0.0232337408028439,0.121342481144121,0.126223198673955,0.0273136648197224
"2902","depratio",4,100,0.0380809522938536,0.25843441438391,-0.175685724465371,0.0313988182087115,0.250198497477954,-0.178384227062379,0.383131415474425,0.391136508821311,-0.232706441094909
"2903","pcfloor",4,100,0.312442907470317,0.374386758013684,0.259914216903146,0.31228928679389,0.382400047116315,0.260620568425585,0.418867331490819,0.407862686104171,0.350255728111002
"2904","eschild",4,100,-0.0159040449240434,-0.0772686983337109,0.0244632924769634,-0.0225124801760058,-0.0818781632630717,0.0238509791875124,-0.159797809666062,-0.162763084451041,0.0832598691133668
"2905","jschild",4,100,0.0679764505653635,0.0749532978078923,0.0822760922041685,0.0714174401302173,0.0653758164580887,0.0817394263827843,0.0514756787471842,0.0468117675342454,0.0208107105547504
"2906","sschild",4,100,0.0583547367658172,0.0413909862928965,0.0782802011417307,0.0604093113482447,0.0375852433577403,0.078650871187232,0.0542658836782009,0.0501866296456608,0.0603206852106501
"2907","connected",4,100,0.0158460292986664,0.0197567494725389,0.0109396354888097,0,0,0,0.013473934014555,0,0
"2908","hhmale",4,100,0.0826803132001623,0.200480635406315,-0.0385498883014278,0.077834899739365,0.206217316553266,-0.0481700390769293,0.153920969538452,0.18447708978065,-0.0724487777204301
"2909","hhmarried",4,100,0.176072262932387,0.444937019672223,-0.0703807769989828,0.191446206846517,0.460041413011598,-0.0635451055265843,0.568293343464363,0.578344753798202,-0.0197121813876493
"2910","hheduc2",4,100,0.128836882165167,0.118957646035209,0.127867145294828,0.118449165142379,0.116117962096418,0.129154806800336,0.0919379338024806,0.0744897594106815,0.0729198321269141
"2911","hheduc3",4,100,0.0622554002905765,0.00617413536793242,0.130532789311683,0.0701499483566935,0.0145120204156909,0.130554069217092,-0.0536765236623782,-0.0697394123274028,0.126146823073801
"2912","hheduc4",4,100,0.156953185748689,0.163634968660065,0.148548696282482,0.150550191008699,0.164979197850425,0.151712139211755,0.0939054314745946,0.0793956393112845,0.0965226776893988
"2913","higheduc2",4,100,-0.126142732014545,-0.21954791115874,-0.0236750913748712,-0.104435296126929,-0.197469147070909,-0.0181848196225636,-0.178306683487319,-0.00328481578821168,-0.098020661166474
"2914","higheduc3",4,100,-0.000759830881119674,0.0890279243534258,-0.0768856568442104,0.00890440746253851,0.108100107071877,-0.0764175712346745,0.191402839758129,0.370675052739955,0.032821384846449
"2915","higheduc4",4,100,0.0979974786648567,0.211702736239839,-0.00790649492483128,0.113508901456835,0.236865306613273,-0.00740124233019899,0.348882471037404,0.531067405348666,0.0679328179510397
"2916","tfloor",4,100,-0.0171243921690246,-0.0619376663528561,0.0249092369856871,0.0108643034260529,-0.0103032435449638,0.0292905008758527,-0.140550881272209,-0.0163709307346192,0.0460929259614068
"2917","twall",4,100,0.298346661469722,0.484498832587123,0.120987505140917,0.295768770681466,0.48867623618703,0.118483667537293,0.545698886345133,0.518393695766161,0.215342387794602
"2918","toilet",4,100,0.172626238620353,0.30579081331803,0.0521006780095494,0.172585846547326,0.313312948528932,0.0518491185092067,0.30719112761165,0.319865432990439,-0.0449257373965921
"2919","water",4,100,-0.0433753538600285,0.0546599047813298,-0.13813260747272,-0.0470684946739543,0.0624573748648246,-0.138705018159357,0.0830826145839198,0.100743834325969,0.0159666044385653
"2920","lighting",4,100,0.120658253353547,0.132173961753091,0.11363867355051,0.117775264191084,0.129295167499848,0.114427206399512,0.094276443821853,0.115040849921224,0.042130949853722
"2921","troof",4,100,-0.0299657466858457,0.0674887599786292,-0.13067344744948,-0.0424815207189987,0.0356465825917385,-0.127953764770423,0.154832426208827,0.135005750764875,-0.249597283004723
"2922","fcook",4,100,0.23329822998016,0.274079799614993,0.210112724186485,0.248271577452458,0.297394339765381,0.211225101977333,0.279123812075701,0.294884545297535,0.204459776379004
"2923","house",4,100,0.21554806878578,0.39330760717339,0.0547748807038022,0.233983704113441,0.419430944057299,0.0570857898919851,0.454546924082008,0.497833930234949,0.0563408402527889
"2924","computer",4,100,0.538072375552139,0.583374911692798,0.518672826162557,0.547014750597033,0.602909432395269,0.518606740431995,0.611905281177532,0.633970900462656,0.437223599810546
"2925","radio",4,100,0.0243078254252054,-0.0081893145389602,0.048466648484419,0.00438001479997523,-0.0138953263684274,0.0466153662562346,-0.0285887003828633,-0.0214166892383138,0.00199544230308606
"2926","tv",4,100,0.0965426725965622,0.251557772932639,-0.0610604562745962,0.100451785083479,0.260022060568942,-0.0582192818959951,0.341641130204722,0.35666626781868,-0.0561569073660254
"2927","dvd",4,100,0.11244677128717,0.10065751396941,0.123109887121952,0.0981032105836456,0.0929787709880058,0.120703696194962,0.0949706239349274,0.0967336116780488,0.0539299097268804
"2928","satellite",4,100,0.0211737597407576,-0.0944543727849465,0.146135265298067,0.0151053699976634,-0.104827901322453,0.146313650831683,-0.197678608112698,-0.250759712499687,0.0607100843541402
"2929","ac",4,100,0.591692944266184,0.749953948604318,0.460395009925528,0.598723734840554,0.764735264876113,0.462935633500886,1.50815180747955,1.45562424867483,0.642784029270086
"2930","gas",4,100,0.212637939568768,0.22522861712972,0.204968501620111,0.204950218986189,0.224802252162975,0.201800281948764,0.20896400528055,0.226076794558052,0.194572988259583
"2931","refrigerator",4,100,0.364794323089583,0.541723913097529,0.207607518022359,0.366571575286541,0.54538755093619,0.208768097126327,0.565099665605868,0.563286230342104,0.0308450889905452
"2932","bicycle",4,100,-0.0311118100157762,-0.0683574650070659,-0.000366658042135036,-0.0259878211348487,-0.0489351781842457,0.00254704301025386,-0.0984603292121261,-0.101339805576811,-0.0252067235631843
"2933","motorcycle",4,100,0.406819921683893,0.625756382183795,0.207705696913325,0.40353791174061,0.623765726885381,0.207035761050633,0.648565712369909,0.644609304007431,0.198650699734886
"2934","auto",4,100,0.584990883643647,0.715437879208533,0.487742736238667,0.601171804464986,0.744722585965556,0.494163795650339,0.929137821352002,0.886195917264316,0.650528984265685
"2935","hp",4,100,0.138631532571498,0.104011315568478,0.176133281889244,0.135942678373744,0.103957390687139,0.176017840811014,0.0576170973766758,0.0622839182146281,0.280635442570319
"2936","jewelry",4,100,0.0301172781442085,0.0139795154546679,0.0467629766852037,0.0260668044697135,0.00241501517296298,0.04683034857431,-0.0188877042466294,-0.00335493301394982,0.100311598500753
"2937","chicken",4,100,0.0210861633573449,-0.0176791885551738,0.0600702613773769,0.0124018471649416,-0.0326114142252722,0.0598064181959436,-0.0622227607823812,-0.0426076859468097,0.0196626076747393
"2938","cow",4,100,0.120309205673719,0.302720317921215,-0.0458141438779171,0.125996991099534,0.301064369235282,-0.044947495938431,0.412792052166661,0.416024094479893,-0.0284715578798863
"2939","credit",4,100,-0.00347533692021117,-0.0233370982883514,0.0213059234915143,0.00531273895982065,-0.00962337753918817,0.0271547951193759,-0.0669393198671238,-0.0664872683588477,0.122989934594151
"2940","hhsector1",4,100,0.153008069788889,0.253484986398881,0.0674312922039091,0.107307170277915,0.194078443554587,0.0210810221866828,0.365989562341324,0.399857877925822,-0.0540812588462945
"2941","hhsector2",4,100,-0.031019952174639,-0.0661928589146364,-0.00222332086990743,-0.0796014510901456,-0.108195374947385,-0.0478128315031513,0.0170239937827302,0.0603098001327568,-0.162055849328232
"2942","hhsector3",4,100,0.172874602326262,0.252169745070209,0.0917334550058703,0.124142920463483,0.20805311417058,0.0465182061658138,0.392927041460797,0.416084003688244,0.0523456098799079
"2943","formal",4,100,0.19813673498831,0.291259435216955,0.0986806205086196,0.252002550937162,0.363617753033083,0.151563244214689,0.297545961350787,0.471605710259119,0.332844279460409
"2944","informal",4,100,-0.0362210037804131,-0.0310325085526209,-0.0324785166850454,0.0220594627329875,0.0296021549248982,0.0213159181165319,-0.0724310754159104,0.119396158040596,0.253362564828647
"2945","hhsize",5,100,-0.391736403234088,-0.176851120915655,-0.621342200376947,-0.405405110805514,-0.201173846362746,-0.627553540529467,-0.122416332486292,-0.0814242980004317,-0.563363123934069
"2946","hhage",5,100,0.100459615004527,0.183586069701008,0.00940179198055289,0.0956740688580923,0.19324034393016,0.00857565380203513,0.222389747107398,0.198883034183795,-0.0267408192057996
"2947","age04",5,100,0.00809948337528087,-0.0138926375992199,0.0169342747230994,0.0118873089795256,0.00186141398418843,0.0199112926860803,-0.0565809133953913,-0.0717281669789226,-0.0645902089633968
"2948","depratio",5,100,-0.0732813189932505,0.0146174038668338,-0.179849173286966,-0.0822107003119099,0.0105762007611534,-0.180457591719107,0.0932168414381731,0.0752042670349621,-0.0898983631815614
"2949","pcfloor",5,100,0.33308837556852,0.431366669554733,0.260319234004333,0.337403180742938,0.425099108055463,0.261212804291054,0.504711383208506,0.515701073081532,0.365038088145133
"2950","eschild",5,100,-0.0459283294135457,-0.108699558697745,0.0180569358531407,-0.0446182244699668,-0.120494488375022,0.021336069509282,-0.198665494823367,-0.195319040003136,0.0122370018702601
"2951","jschild",5,100,0.0115966182214316,-0.037467247847766,0.0778051333204128,0.0131240823995885,-0.0508847572231149,0.0802324554081,-0.0839639165254382,-0.0761959796882897,-0.104082142221558
"2952","sschild",5,100,0.120825406809358,0.17415560245247,0.0770081939079699,0.125882171159357,0.176286110279438,0.0785919010106852,0.180270940509656,0.170426466355216,0.0530185520890892
"2953","connected",5,100,-0.00656436071190467,-0.0372789367700183,0.0105831448997973,0,0,0,-0.0630948488096674,0,0
"2954","hhmale",5,100,0.168661159518036,0.372362683763905,-0.0298031396221345,0.172980684838648,0.397297794118966,-0.0349556677561735,0.480299643974928,0.452280770894119,-0.0113122030250289
"2955","hhmarried",5,100,0.211758379749297,0.512029292711183,-0.0709333582426401,0.216763326736337,0.527256420434453,-0.0706161507015348,0.595204702682997,0.599046512206486,0.0341469944099733
"2956","hheduc2",5,100,0.0992966240202297,0.0618104541915617,0.133755593783531,0.0945420779302392,0.0679476150569199,0.131079081302672,0.0656713736769261,0.0673992967297208,0.0237319985972726
"2957","hheduc3",5,100,0.12853187853512,0.126096784925816,0.14104750226958,0.120374978519879,0.115835192487399,0.135269956409916,0.095747444136494,0.111300827401925,0.14525054600611
"2958","hheduc4",5,100,0.223940799208403,0.301470702161056,0.164817454218642,0.234197750854251,0.30705793443869,0.160137841313892,0.30852276888208,0.316715821869745,0.212316685451737
"2959","higheduc2",5,100,-0.118789896992796,-0.216991442716164,-0.0274334108708942,-0.0723331897082223,-0.145324163174265,-0.0138135237807686,-0.0965341935916287,-0.178544213754201,-0.0482295338597778
"2960","higheduc3",5,100,-0.0179590988425827,0.0589991862890879,-0.0893842497078862,0.0261517176551659,0.126219882033108,-0.0748673022815915,0.233925406919749,0.134785456924062,-0.107903815480255
"2961","higheduc4",5,100,0.0399664398379759,0.113809728548295,-0.0259971379015421,0.0907782593446924,0.191296537836605,-0.011484885704173,0.290391503205938,0.160355247465218,-0.0743932655250686
"2962","tfloor",5,100,0.093395061213311,0.145013813773362,0.0361607199152922,0.133040521703368,0.226146752869922,0.0394025729021096,0.257347249921673,0.1773434786121,0.045537257727757
"2963","twall",5,100,0.229574978432762,0.346576520667168,0.117341203546668,0.227942292840085,0.351073840643594,0.116874486003343,0.351195238521533,0.345093251412488,0.037283025215682
"2964","toilet",5,100,0.119719513187527,0.198262309398871,0.050840617370372,0.116577221469208,0.188979121245391,0.0496425796333032,0.168411359441969,0.179688609828194,0.0690113661332294
"2965","water",5,100,-0.161948069489291,-0.189330981105744,-0.141373885130396,-0.13879506394554,-0.155071601598431,-0.139381232451911,-0.195183065953806,-0.213900647938948,0.00653477606268619
"2966","lighting",5,100,0.345098793884419,0.582862795805313,0.122765518701899,0.364568894644481,0.618782175726748,0.126739599975262,0.679762262609469,0.655304643238978,-0.0401969450911715
"2967","troof",5,100,0.019202336542017,0.167337283242726,-0.125174427586401,0.0534978496532212,0.233593380715953,-0.124042060186273,0.289913024113226,0.262245126800443,-0.0952721910547962
"2968","fcook",5,100,0.272115561664956,0.348411979558468,0.212986302970463,0.279488034344157,0.362253889031169,0.211985916379047,0.361682296177214,0.377989847533027,0.200717505683324
"2969","house",5,100,0.058809149048379,0.0792392291910153,0.0483800664587038,0.0913350219513677,0.133518593339028,0.0515980305639925,0.0960723544541797,0.0707596960288449,0.125498051133743
"2970","computer",5,100,0.585137845436622,0.688187387314256,0.523693827411437,0.601385068024799,0.715938767625718,0.52623401591071,0.738130243062766,0.747280248013208,0.37162770077534
"2971","radio",5,100,0.156965356871304,0.267867906948265,0.0499910700656038,0.160052104815426,0.28100240399491,0.0522365412511992,0.307653010060025,0.303904202346715,0.065577305416637
"2972","tv",5,100,-0.0101101210730841,0.0603574535274375,-0.0675187297658223,0.00801003752882423,0.0977651566894145,-0.0680542533207663,0.104567876029305,0.0739451827932881,0.0529213233753214
"2973","dvd",5,100,0.146784457724148,0.168977718720991,0.122279445821093,0.139439243387306,0.163962638745249,0.122154154706526,0.163197585970242,0.151300140932335,0.158454751533979
"2974","satellite",5,100,0.0799149941813941,0.0163246150054267,0.150838406182357,0.0791344319056025,0.00836432746651351,0.150839210666679,-0.0429473188700402,-0.0239835714270622,0.0706512542293943
"2975","ac",5,100,0.502244833977396,0.589591783304978,0.434678607089068,0.495988747349408,0.592531636986566,0.426402996838203,0.919298855227144,0.869998532539715,0.276015568952498
"2976","gas",5,100,0.277319537220209,0.367815544794459,0.206954346930927,0.292277680384502,0.412612773213569,0.205624268851295,0.42573435743662,0.430796721423458,0.0923939140317284
"2977","refrigerator",5,100,0.332778482502237,0.488690928800895,0.204357204453717,0.332764812875327,0.489365559762222,0.203888570238833,0.512371044270102,0.523606006053334,0.204210871987129
"2978","bicycle",5,100,0.00869919032859298,0.0222364633865256,0.00402984835055176,0.00670752479965123,0.0136921650485146,0.00262242776225459,0.0353492661853195,0.0138457746281441,-0.165659987166205
"2979","motorcycle",5,100,0.311755193891793,0.427660360861731,0.204041934801176,0.308129822826455,0.42390757525822,0.20455731296832,0.426176822890685,0.40407681850804,0.248076898479761
"2980","auto",5,100,0.602268925838341,0.735616816769492,0.494902961743836,0.587008996195141,0.719899716389199,0.490297319224889,0.812912522342209,0.835372179752811,0.568555487268772
"2981","hp",5,100,0.153615467401089,0.132463156425317,0.176667294729848,0.157456513609708,0.138501509069456,0.177030707797818,0.093070556060099,0.101705122849731,0.176830044689017
"2982","jewelry",5,100,0.143462829688902,0.24418328186412,0.0524180988974288,0.142684770072003,0.246438391428777,0.0510553235065575,0.254391662570156,0.242144508353864,0.0838062563442449
"2983","chicken",5,100,0.00968511157071438,-0.0277939376551005,0.0592024779131446,0.022993607608475,-0.0189868526609869,0.0601686244944955,-0.0725095610210779,-0.0808867845933492,-0.011066135802269
"2984","cow",5,100,0.171387809093542,0.393371304305061,-0.0458336590310969,0.185459259573766,0.428364169227999,-0.043323427949654,0.565064494745974,0.547751852270006,0.0353076155613663
"2985","credit",5,100,-0.110110943201683,-0.246203950122918,0.0188086926601045,-0.119769958038757,-0.250865668176026,0.0152101895962945,-0.336542429300974,-0.33975989827857,0.0159574428163678
"2986","hhsector1",5,100,0.0223726349603758,0.0313332527865859,0.0104377328602525,-0.0239726107214391,0.0120351042674698,-0.0441508959474965,0.0240462702038701,-0.0194595273128097,0.365964359762837
"2987","hhsector2",5,100,-0.0783438507434857,-0.119168554763455,-0.0557274811447324,-0.121409331562103,-0.127462140683967,-0.109578516696282,-0.0885610319613224,-0.115983891128259,0.403786301955541
"2988","hhsector3",5,100,0.0602721047265089,0.103306053272656,0.0346547544565868,0.0367774972428197,0.10290384409212,-0.0180873150827588,0.142818745798065,0.135013393335403,0.525258638542239
"2989","formal",5,100,0.0981193258294163,0.0716118513175573,0.128304022479039,0.21771179105272,0.236654906595789,0.203495851216384,0.148796066410732,0.0218339827193825,-0.529639413688654
"2990","informal",5,100,0.00748522284740122,0.0131703313367762,0.00148126692091886,0.131207408477957,0.190341726909747,0.0758506666112236,0.11590881394923,-0.00284854395931934,-0.538397953573332
"2991","hhsize",6,100,-0.504446053882929,-0.410120645688053,-0.631938965233589,-0.505964758269625,-0.426397839529098,-0.633114525762068,-0.396385486684351,-0.428880510370801,-0.76659396678809
"2992","hhage",6,100,0.123689100075305,0.234908328763571,0.0126916465012578,0.114482707653565,0.223677768452446,0.0134481149100451,0.248899110625776,0.236161780896832,0.0280146577829295
"2993","age04",6,100,0.00675852974330959,-0.0188094891324965,0.0238231615068351,0.00439594057391288,-0.0188973743527451,0.023335046008445,-0.0603033371849772,-0.0492359042162132,-0.00234457409810103
"2994","depratio",6,100,-0.0322186985664539,0.127871172012269,-0.182090297802972,-0.0239013824954253,0.129019862361918,-0.183314588748012,0.208704395419501,0.19581864537111,-0.137876108127918
"2995","pcfloor",6,100,0.275161087711721,0.310945305363527,0.258254902823175,0.283470927495705,0.324402983941257,0.257794620583923,0.34336097187887,0.335313457425858,0.323500465471185
"2996","eschild",6,100,0.0463138893817391,0.0619697410389657,0.0243384098415631,0.0417181391063973,0.0627092485188237,0.0251824314617695,0.0277461450536049,0.0406520850200885,0.0331506799201788
"2997","jschild",6,100,0.0223129288066255,-0.0256111082121043,0.0794643283103914,0.0161808198823944,-0.0450333586598711,0.0810969395860571,-0.0421500431020781,-0.057230398565552,0.00251248290719722
"2998","sschild",6,100,0.172464709871641,0.279682273196374,0.0808579885664621,0.178849465451837,0.286466830486125,0.080956848954034,0.30656011357121,0.297166764043557,0.0714842165802964
"2999","connected",6,100,-0.0534744912951243,-0.115006785066855,0.0076440248417144,0,0,0,-0.158147634868008,0,0
