"Sensitivity","Specificity","Pos Pred Value","Neg Pred Value","Precision","Recall","F1","Prevalence","Detection Rate","Detection Prevalence","Balanced Accuracy","Method","CBT_ncomm","nonconverge","TD","rep","EER"
0.568862275449102,0.795648060548723,0.568862275449102,0.795648060548723,0.568862275449102,0.568862275449102,0.568862275449102,0.321566110397946,0.182926829268293,0.321566110397946,0.682255167998912,"PMT OLS (cbt target)",10,TRUE,0.364510335997825,13,0.431137724550898
0.575936883629191,0.797551789077213,0.575936883629191,0.797551789077213,0.575936883629191,0.575936883629191,0.575936883629191,0.323135755258126,0.18610579987253,0.323135755258126,0.686744336353202,"PMT OLS",10,TRUE,0.373488672706404,14,0.424063116370809
0.556213017751479,0.788135593220339,0.556213017751479,0.788135593220339,0.556213017751479,0.556213017751479,0.556213017751479,0.323135755258126,0.179732313575526,0.323135755258126,0.672174305485909,"PMT OLS (cbt target)",10,TRUE,0.344348610971818,14,0.443786982248521
0.644444444444444,0.854280510018215,0.644444444444444,0.854280510018215,0.644444444444444,0.644444444444444,0.644444444444444,0.290697674418605,0.18733850129199,0.290697674418605,0.74936247723133,"PMT OLS",10,TRUE,0.498724954462659,15,0.355555555555556
0.524444444444444,0.805100182149363,0.524444444444445,0.805100182149363,0.524444444444444,0.524444444444444,0.524444444444444,0.290697674418605,0.152454780361757,0.290697674418605,0.664772313296903,"PMT OLS (cbt target)",10,TRUE,0.329544626593807,15,0.475555555555556
0.579831932773109,0.815157116451017,0.579831932773109,0.815157116451017,0.579831932773109,0.579831932773109,0.579831932773109,0.305519897304236,0.177150192554557,0.305519897304236,0.697494524612063,"PMT OLS",10,FALSE,0.394989049224126,16,0.420168067226891
0.542016806722689,0.798521256931608,0.542016806722689,0.798521256931608,0.542016806722689,0.542016806722689,0.542016806722689,0.305519897304236,0.165596919127086,0.305519897304236,0.670269031827149,"PMT OLS (cbt target)",10,FALSE,0.340538063654297,16,0.457983193277311
0.569958847736626,0.807373271889401,0.569958847736626,0.807373271889401,0.569958847736626,0.569958847736626,0.569958847736626,0.309357097390197,0.176320814767664,0.309357097390197,0.688666059813013,"PMT OLS",10,TRUE,0.377332119626026,17,0.430041152263374
0.55761316872428,0.80184331797235,0.55761316872428,0.80184331797235,0.55761316872428,0.55761316872428,0.55761316872428,0.309357097390197,0.172501591343094,0.309357097390197,0.679728243348315,"PMT OLS (cbt target)",10,TRUE,0.35945648669663,17,0.44238683127572
0.593253968253968,0.811407543698252,0.593253968253968,0.811407543698252,0.593253968253968,0.593253968253968,0.593253968253968,0.316781898177247,0.187932118164676,0.316781898177247,0.70233075597611,"PMT OLS",10,TRUE,0.40466151195222,18,0.406746031746032
0.53968253968254,0.78656853725851,0.53968253968254,0.78656853725851,0.53968253968254,0.53968253968254,0.53968253968254,0.316781898177247,0.170961659333752,0.316781898177247,0.663125538470525,"PMT OLS (cbt target)",10,TRUE,0.326251076941049,18,0.46031746031746
0.596,0.806698564593301,0.596,0.806698564593301,0.596,0.596,0.596,0.323624595469256,0.192880258899676,0.323624595469256,0.701349282296651,"PMT OLS",10,TRUE,0.402698564593301,19,0.404
0.56,0.789473684210526,0.56,0.789473684210526,0.56,0.56,0.56,0.323624595469256,0.181229773462783,0.323624595469256,0.674736842105263,"PMT OLS (cbt target)",10,TRUE,0.349473684210526,19,0.44
0.580645161290323,0.807050092764378,0.580645161290323,0.807050092764378,0.580645161290323,0.580645161290323,0.580645161290323,0.315120711562897,0.18297331639136,0.315120711562897,0.693847627027351,"PMT OLS",10,TRUE,0.387695254054701,20,0.419354838709677
0.538306451612903,0.787569573283859,0.538306451612903,0.787569573283859,0.538306451612903,0.538306451612903,0.538306451612903,0.315120711562897,0.169631512071156,0.315120711562897,0.662938012448381,"PMT OLS (cbt target)",10,TRUE,0.325876024896762,20,0.461693548387097
0.594,0.810634328358209,0.594,0.810634328358209,0.594,0.594,0.594,0.318066157760814,0.188931297709924,0.318066157760814,0.702317164179104,"PMT OLS",10,TRUE,0.404634328358209,21,0.406
0.544,0.787313432835821,0.544,0.787313432835821,0.544,0.544,0.544,0.318066157760814,0.173027989821883,0.318066157760814,0.66565671641791,"PMT OLS (cbt target)",10,TRUE,0.331313432835821,21,0.456
0.571717171717172,0.802973977695167,0.571717171717172,0.802973977695167,0.571717171717172,0.571717171717172,0.571717171717172,0.315085932527053,0.180140038192234,0.315085932527053,0.68734557470617,"PMT OLS",10,TRUE,0.374691149412339,22,0.428282828282828
0.563636363636364,0.799256505576208,0.563636363636364,0.799256505576208,0.563636363636364,0.563636363636364,0.563636363636364,0.315085932527053,0.177593889242521,0.315085932527053,0.681446434606286,"PMT OLS (cbt target)",10,TRUE,0.362892869212572,22,0.436363636363636
0.593147751605996,0.830357142857143,0.593147751605996,0.830357142857143,0.593147751605996,0.593147751605996,0.593147751605996,0.294265910522999,0.174543163201008,0.294265910522999,0.711752447231569,"PMT OLS",10,TRUE,0.423504894463139,23,0.406852248394004
0.563169164882227,0.817857142857143,0.563169164882227,0.817857142857143,0.563169164882227,0.563169164882227,0.563169164882227,0.294265910522999,0.165721487082546,0.294265910522999,0.690513153869685,"PMT OLS (cbt target)",10,TRUE,0.38102630773937,23,0.436830835117773
0.568825910931174,0.800748362956034,0.568825910931174,0.800748362956034,0.568825910931174,0.568825910931174,0.568825910931174,0.316058861164427,0.179782469609725,0.316058861164427,0.684787136943604,"PMT OLS",10,TRUE,0.369574273887208,24,0.431174089068826
0.534412955465587,0.784845650140318,0.534412955465587,0.784845650140318,0.534412955465587,0.534412955465587,0.534412955465587,0.316058861164427,0.168905950095969,0.316058861164427,0.659629302802953,"PMT OLS (cbt target)",10,TRUE,0.319258605605905,24,0.465587044534413
0.525,0.785108388312912,0.525,0.785108388312912,0.525,0.525,0.525,0.311486048020766,0.163530175210902,0.311486048020766,0.655054194156456,"PMT OLS",10,FALSE,0.310108388312912,25,0.475
0.504166666666667,0.775683317624882,0.504166666666667,0.775683317624882,0.504166666666667,0.504166666666667,0.504166666666667,0.311486048020766,0.157040882543803,0.311486048020766,0.639924992145774,"PMT OLS (cbt target)",10,FALSE,0.279849984291549,25,0.495833333333333
0.589285714285714,0.805451127819549,0.589285714285714,0.805451127819549,0.589285714285714,0.589285714285714,0.589285714285714,0.321428571428571,0.189413265306122,0.321428571428571,0.697368421052632,"PMT OLS",10,FALSE,0.394736842105263,26,0.410714285714286
0.513888888888889,0.769736842105263,0.513888888888889,0.769736842105263,0.513888888888889,0.513888888888889,0.513888888888889,0.321428571428571,0.165178571428571,0.321428571428571,0.641812865497076,"PMT OLS (cbt target)",10,FALSE,0.283625730994152,26,0.486111111111111
0.598802395209581,0.812324929971989,0.598802395209581,0.812324929971989,0.598802395209581,0.598802395209581,0.598802395209581,0.318702290076336,0.190839694656489,0.318702290076336,0.705563662590785,"PMT OLS",10,TRUE,0.41112732518157,27,0.401197604790419
0.532934131736527,0.781512605042017,0.532934131736527,0.781512605042017,0.532934131736527,0.532934131736527,0.532934131736527,0.318702290076336,0.169847328244275,0.318702290076336,0.657223368389272,"PMT OLS (cbt target)",10,TRUE,0.314446736778544,27,0.467065868263473
0.647058823529412,0.82319391634981,0.647058823529412,0.82319391634981,0.647058823529412,0.647058823529412,0.647058823529412,0.333755541481951,0.215959468017733,0.333755541481951,0.735126369939611,"PMT OLS",10,TRUE,0.470252739879222,28,0.352941176470588
0.595825426944972,0.797528517110266,0.595825426944972,0.797528517110266,0.595825426944972,0.595825426944972,0.595825426944972,0.333755541481951,0.198860037998733,0.333755541481951,0.696676972027619,"PMT OLS (cbt target)",10,TRUE,0.393353944055238,28,0.404174573055028
0.54149377593361,0.792877225866917,0.54149377593361,0.792877225866917,0.54149377593361,0.54149377593361,0.54149377593361,0.311168495803744,0.168495803744351,0.311168495803744,0.667185500900263,"PMT OLS",10,TRUE,0.334371001800526,29,0.45850622406639
0.564315352697095,0.803186504217432,0.564315352697096,0.803186504217432,0.564315352697095,0.564315352697095,0.564315352697095,0.311168495803744,0.175597159457715,0.311168495803744,0.683750928457264,"PMT OLS (cbt target)",10,TRUE,0.367501856914528,29,0.435684647302905
0.622317596566524,0.840290381125227,0.622317596566524,0.840290381125227,0.622317596566524,0.622317596566524,0.622317596566524,0.29719387755102,0.184948979591837,0.29719387755102,0.731303988845875,"PMT OLS",10,FALSE,0.462607977691751,30,0.377682403433476
0.605150214592275,0.833030852994555,0.605150214592275,0.833030852994555,0.605150214592275,0.605150214592275,0.605150214592275,0.29719387755102,0.17984693877551,0.29719387755102,0.719090533793415,"PMT OLS (cbt target)",10,FALSE,0.43818106758683,30,0.394849785407725
0.576171875,0.794701986754967,0.576171875,0.794701986754967,0.576171875,0.576171875,0.576171875,0.326322498406628,0.188017845761632,0.326322498406628,0.685436930877483,"PMT OLS",10,FALSE,0.370873861754967,31,0.423828125
0.54296875,0.778618732261116,0.54296875,0.778618732261116,0.54296875,0.54296875,0.54296875,0.326322498406628,0.177182919056724,0.326322498406628,0.660793741130558,"PMT OLS (cbt target)",10,FALSE,0.321587482261116,31,0.45703125
0.630218687872763,0.82600561272217,0.630218687872763,0.82600561272217,0.630218687872763,0.630218687872763,0.630218687872763,0.319974554707379,0.201653944020356,0.319974554707379,0.728112150297467,"PMT OLS",10,TRUE,0.456224300594934,32,0.369781312127237
0.58648111332008,0.805425631431244,0.58648111332008,0.805425631431244,0.58648111332008,0.58648111332008,0.58648111332008,0.319974554707379,0.18765903307888,0.319974554707379,0.695953372375662,"PMT OLS (cbt target)",10,TRUE,0.391906744751324,32,0.41351888667992
0.601731601731602,0.830882352941177,0.601731601731602,0.830882352941177,0.601731601731602,0.601731601731602,0.601731601731602,0.298064516129032,0.179354838709677,0.298064516129032,0.716306977336389,"PMT OLS",10,TRUE,0.432613954672778,33,0.398268398268398
0.582251082251082,0.822610294117647,0.582251082251082,0.822610294117647,0.582251082251082,0.582251082251082,0.582251082251082,0.298064516129032,0.173548387096774,0.298064516129032,0.702430688184365,"PMT OLS (cbt target)",10,TRUE,0.404861376368729,33,0.417748917748918
0.603340292275574,0.827115559599636,0.603340292275574,0.827115559599636,0.603340292275574,0.603340292275574,0.603340292275574,0.303548795944233,0.183143219264892,0.303548795944233,0.715227925937605,"PMT OLS",10,TRUE,0.43045585187521,34,0.396659707724426
0.578288100208768,0.816196542311192,0.578288100208768,0.816196542311192,0.578288100208768,0.578288100208768,0.578288100208768,0.303548795944233,0.17553865652725,0.303548795944233,0.69724232125998,"PMT OLS (cbt target)",10,TRUE,0.39448464251996,34,0.421711899791232
0.556521739130435,0.816381638163816,0.556521739130435,0.816381638163816,0.556521739130435,0.556521739130435,0.556521739130435,0.292807129217059,0.162953532781668,0.292807129217059,0.686451688647126,"PMT OLS",10,FALSE,0.372903377294251,35,0.443478260869565
0.539130434782609,0.809180918091809,0.539130434782609,0.809180918091809,0.539130434782609,0.539130434782609,0.539130434782609,0.292807129217059,0.157861234882241,0.292807129217059,0.674155676437209,"PMT OLS (cbt target)",10,FALSE,0.348311352874418,35,0.460869565217391
0.619834710743802,0.831192660550459,0.619834710743802,0.831192660550459,0.619834710743802,0.619834710743802,0.619834710743802,0.307496823379924,0.190597204574333,0.307496823379924,0.72551368564713,"PMT OLS",10,TRUE,0.45102737129426,36,0.380165289256198
0.574380165289256,0.811009174311927,0.574380165289256,0.811009174311927,0.574380165289256,0.574380165289256,0.574380165289256,0.307496823379924,0.176620076238882,0.307496823379924,0.692694669800591,"PMT OLS (cbt target)",10,TRUE,0.385389339601183,36,0.425619834710744
0.624497991967871,0.825396825396825,0.624497991967871,0.825396825396825,0.624497991967871,0.624497991967871,0.624497991967871,0.317399617590822,0.198215423836839,0.317399617590822,0.724947408682348,"PMT OLS",10,TRUE,0.449894817364697,37,0.375502008032129
0.580321285140562,0.804855275443511,0.580321285140562,0.804855275443511,0.580321285140562,0.580321285140562,0.580321285140562,0.317399617590822,0.184193753983429,0.317399617590822,0.692588280292036,"PMT OLS (cbt target)",10,TRUE,0.385176560584073,37,0.419678714859438
0.542443064182195,0.794227188081937,0.542443064182195,0.794227188081937,0.542443064182195,0.542443064182195,0.542443064182195,0.310211946050096,0.168272318561336,0.310211946050096,0.668335126132066,"PMT OLS",10,TRUE,0.336670252264131,38,0.457556935817805
0.571428571428571,0.807262569832402,0.571428571428571,0.807262569832402,0.571428571428571,0.571428571428571,0.571428571428571,0.310211946050096,0.177263969171484,0.310211946050096,0.689345570630487,"PMT OLS (cbt target)",10,TRUE,0.378691141260974,38,0.428571428571429
0.61505376344086,0.83712465878071,0.61505376344086,0.83712465878071,0.61505376344086,0.61505376344086,0.61505376344086,0.297314578005115,0.182864450127877,0.297314578005115,0.726089211110785,"PMT OLS",10,TRUE,0.45217842222157,39,0.38494623655914
0.574193548387097,0.819836214740673,0.574193548387097,0.819836214740673,0.574193548387097,0.574193548387097,0.574193548387097,0.297314578005115,0.170716112531969,0.297314578005115,0.697014881563885,"PMT OLS (cbt target)",10,TRUE,0.39402976312777,39,0.425806451612903
0.57504873294347,0.796261682242991,0.57504873294347,0.796261682242991,0.57504873294347,0.57504873294347,0.57504873294347,0.32406822488945,0.186355022109918,0.32406822488945,0.68565520759323,"PMT OLS",10,TRUE,0.37131041518646,40,0.42495126705653
0.57504873294347,0.796261682242991,0.57504873294347,0.796261682242991,0.57504873294347,0.57504873294347,0.57504873294347,0.32406822488945,0.186355022109918,0.32406822488945,0.68565520759323,"PMT OLS (cbt target)",10,TRUE,0.37131041518646,40,0.42495126705653
0.566147859922179,0.793327154772938,0.566147859922179,0.793327154772938,0.566147859922179,0.566147859922179,0.566147859922179,0.322661644695543,0.182674199623352,0.322661644695543,0.679737507347558,"PMT OLS",10,TRUE,0.359475014695117,41,0.433852140077821
0.544747081712062,0.783132530120482,0.544747081712062,0.783132530120482,0.544747081712062,0.544747081712062,0.544747081712062,0.322661644695543,0.175768989328311,0.322661644695543,0.663939805916272,"PMT OLS (cbt target)",10,TRUE,0.327879611832544,41,0.455252918287938
0.602459016393443,0.82218148487626,0.602459016393443,0.82218148487626,0.602459016393443,0.602459016393443,0.602459016393443,0.30905636478784,0.186193793540215,0.30905636478784,0.712320250634851,"PMT OLS",10,FALSE,0.424640501269703,42,0.397540983606557
0.538934426229508,0.793767186067828,0.538934426229508,0.793767186067828,0.538934426229508,0.538934426229508,0.538934426229508,0.30905636478784,0.166561114629512,0.30905636478784,0.666350806148668,"PMT OLS (cbt target)",10,FALSE,0.332701612297336,42,0.461065573770492
0.587174348697395,0.806754221388368,0.587174348697395,0.806754221388368,0.587174348697395,0.587174348697395,0.587174348697395,0.318849840255591,0.187220447284345,0.318849840255591,0.696964285042881,"PMT OLS",10,TRUE,0.393928570085763,43,0.412825651302605
0.567134268537074,0.797373358348968,0.567134268537074,0.797373358348968,0.567134268537074,0.567134268537074,0.567134268537074,0.318849840255591,0.180830670926518,0.318849840255591,0.682253813443021,"PMT OLS (cbt target)",10,TRUE,0.364507626886042,43,0.432865731462926
0.604790419161677,0.81547064305685,0.604790419161677,0.81547064305685,0.604790419161677,0.604790419161677,0.604790419161677,0.318297331639136,0.192503176620076,0.318297331639136,0.710130531109263,"PMT OLS",10,FALSE,0.420261062218527,44,0.395209580838323
0.550898203592814,0.790307548928239,0.550898203592814,0.790307548928239,0.550898203592814,0.550898203592814,0.550898203592814,0.318297331639136,0.175349428208386,0.318297331639136,0.670602876260527,"PMT OLS (cbt target)",10,FALSE,0.341205752521053,44,0.449101796407186
0.578947368421053,0.806870937790158,0.578947368421053,0.806870937790158,0.578947368421053,0.578947368421053,0.578947368421053,0.314449395289624,0.182049649904519,0.314449395289624,0.692909153105605,"PMT OLS",10,FALSE,0.38581830621121,45,0.421052631578947
0.524291497975709,0.78180129990715,0.524291497975709,0.781801299907149,0.524291497975709,0.524291497975709,0.524291497975709,0.314449395289624,0.164863144493953,0.314449395289624,0.653046398941429,"PMT OLS (cbt target)",10,FALSE,0.306092797882858,45,0.475708502024291
0.578842315369261,0.80588776448942,0.578842315369262,0.80588776448942,0.578842315369261,0.578842315369261,0.578842315369261,0.315491183879093,0.182619647355164,0.315491183879093,0.692365039929341,"PMT OLS",10,FALSE,0.384730079858682,46,0.421157684630739
0.57684630738523,0.804967801287949,0.57684630738523,0.804967801287949,0.57684630738523,0.57684630738523,0.57684630738523,0.315491183879093,0.181989924433249,0.315491183879093,0.690907054336589,"PMT OLS (cbt target)",10,FALSE,0.381814108673178,46,0.42315369261477
0.595375722543353,0.802073515551367,0.595375722543353,0.802073515551367,0.595375722543353,0.595375722543353,0.595375722543353,0.328481012658228,0.195569620253165,0.328481012658228,0.69872461904736,"PMT OLS",10,FALSE,0.397449238094719,47,0.404624277456647
0.61849710982659,0.813383600377003,0.61849710982659,0.813383600377003,0.61849710982659,0.61849710982659,0.61849710982659,0.328481012658228,0.203164556962025,0.328481012658228,0.715940355101796,"PMT OLS (cbt target)",10,FALSE,0.431880710203592,47,0.38150289017341
0.57488986784141,0.823583180987203,0.57488986784141,0.823583180987203,0.57488986784141,0.57488986784141,0.57488986784141,0.29328165374677,0.168604651162791,0.29328165374677,0.699236524414306,"PMT OLS",10,FALSE,0.398473048828613,48,0.42511013215859
0.537444933920705,0.808043875685558,0.537444933920705,0.808043875685558,0.537444933920705,0.537444933920705,0.537444933920705,0.29328165374677,0.157622739018088,0.29328165374677,0.672744404803131,"PMT OLS (cbt target)",10,FALSE,0.345488809606262,48,0.462555066079295
0.634538152610442,0.829428303655108,0.634538152610442,0.829428303655108,0.634538152610442,0.634538152610442,0.634538152610442,0.318210862619808,0.201916932907348,0.318210862619808,0.731983228132775,"PMT OLS",10,FALSE,0.46396645626555,49,0.365461847389558
0.578313253012048,0.803186504217432,0.578313253012048,0.803186504217432,0.578313253012048,0.578313253012048,0.578313253012048,0.318210862619808,0.184025559105431,0.318210862619808,0.69074987861474,"PMT OLS (cbt target)",10,FALSE,0.38149975722948,49,0.421686746987952
0.580712788259958,0.81998199819982,0.580712788259958,0.81998199819982,0.580712788259958,0.580712788259958,0.580712788259958,0.300377833753149,0.174433249370277,0.300377833753149,0.700347393229889,"PMT OLS",10,TRUE,0.400694786459778,50,0.419287211740042
0.563941299790356,0.812781278127813,0.563941299790356,0.812781278127813,0.563941299790356,0.563941299790356,0.563941299790356,0.300377833753149,0.169395465994962,0.300377833753149,0.688361288959085,"PMT OLS (cbt target)",10,TRUE,0.376722577918169,50,0.436058700209644
0.608407079646018,0.841113105924596,0.608407079646018,0.841113105924596,0.608407079646018,0.608407079646018,0.608407079646018,0.288633461047254,0.175606641123882,0.288633461047254,0.724760092785307,"PMT OLS",10,FALSE,0.449520185570614,51,0.391592920353982
0.54646017699115,0.815978456014363,0.54646017699115,0.815978456014363,0.54646017699115,0.54646017699115,0.54646017699115,0.288633461047254,0.157726692209451,0.288633461047254,0.681219316502757,"PMT OLS (cbt target)",10,FALSE,0.362438633005513,51,0.45353982300885
0.614770459081836,0.818779342723005,0.614770459081836,0.818779342723005,0.614770459081836,0.614770459081836,0.614770459081836,0.31992337164751,0.196679438058748,0.31992337164751,0.71677490090242,"PMT OLS",10,TRUE,0.433549801804841,52,0.385229540918164
0.550898203592814,0.788732394366197,0.550898203592814,0.788732394366197,0.550898203592814,0.550898203592814,0.550898203592814,0.31992337164751,0.176245210727969,0.31992337164751,0.669815298979506,"PMT OLS (cbt target)",10,TRUE,0.339630597959012,52,0.449101796407186
0.631372549019608,0.821292775665399,0.631372549019608,0.821292775665399,0.631372549019608,0.631372549019608,0.631372549019608,0.326504481434059,0.206145966709347,0.326504481434059,0.726332662342503,"PMT OLS",10,TRUE,0.452665324685007,53,0.368627450980392
0.596078431372549,0.804182509505703,0.596078431372549,0.804182509505703,0.596078431372549,0.596078431372549,0.596078431372549,0.326504481434059,0.194622279129321,0.326504481434059,0.700130470439126,"PMT OLS (cbt target)",10,TRUE,0.400260940878252,53,0.403921568627451
0.625,0.818525519848771,0.625,0.818525519848771,0.625,0.625,0.625,0.326114649681529,0.203821656050955,0.326114649681529,0.721762759924386,"PMT OLS",10,TRUE,0.443525519848771,54,0.375
0.548828125,0.781663516068053,0.548828125,0.781663516068053,0.548828125,0.548828125,0.548828125,0.326114649681529,0.178980891719745,0.326114649681529,0.665245820534026,"PMT OLS (cbt target)",10,TRUE,0.330491641068053,54,0.451171875
0.55959595959596,0.795497185741088,0.55959595959596,0.795497185741088,0.55959595959596,0.55959595959596,0.55959595959596,0.317104420243434,0.177450352338245,0.317104420243434,0.677546572668524,"PMT OLS",10,TRUE,0.355093145337048,55,0.44040404040404
0.537373737373737,0.785178236397749,0.537373737373738,0.785178236397749,0.537373737373737,0.537373737373737,0.537373737373737,0.317104420243434,0.170403587443946,0.317104420243434,0.661275986885743,"PMT OLS (cbt target)",10,TRUE,0.322551973771486,55,0.462626262626263
0.608870967741935,0.819702602230483,0.608870967741935,0.819702602230483,0.608870967741935,0.608870967741935,0.608870967741935,0.315521628498728,0.192111959287532,0.315521628498728,0.714286784986209,"PMT OLS",10,FALSE,0.428573569972419,56,0.391129032258065
0.576612903225806,0.804832713754647,0.576612903225806,0.804832713754647,0.576612903225806,0.576612903225806,0.576612903225806,0.315521628498728,0.181933842239186,0.315521628498728,0.690722808490227,"PMT OLS (cbt target)",10,FALSE,0.381445616980453,56,0.423387096774194
