"CBT_ncomm","mean_EER","Method"
5,0.663680136026504,"PMT OLS (corrected)"
10,0.642175885844322,"PMT OLS (corrected)"
15,0.634694823686434,"PMT OLS (corrected)"
25,0.623910175690466,"PMT OLS (corrected)"
